security,sector,industry,min_dte,max_dte,qualifying_trades,qualifying_trades_bin,p0_trade_value,p25_trade_value,p75_trade_value,iqr,trad_iqr_trade_value,n_range,pn_trade_value,custom_k,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
K,Consumer Discretionary,Consumer Products - Discretionary,1,30,52,10,3020.0000000000005,3622.5,5670.0,2047.5,8741.25,0.9,7342.0,0.82,7342.0,12525.0,70252.85,113382.78,117695.78,118127.08,118170.21
KAI,Industrial Products,Manufacturing - General Industrial ,14,17,8,15,3010.0,3980.0,40000.0,36020.0,94030.0,0.9,55000.0,0.42,55000.0,72500.0,86500.0,89650.0,89965.0,89996.5,89999.65
KALU,Industrial Products,Metal Products - Procurement and Fabrication,22,23,11,14,3040.0,3657.5,6125.0,2467.5,9826.25,0.9,8610.0,1.01,8610.0,10395.0,11823.0,12144.3,12176.43,12179.64,12179.96
KALV,Medical,Medical - Drugs,10,30,12,14,3328.0,5548.0,9196.5,3648.5,14669.25,0.9,37080.0,7.64,37080.0,55300.0,70260.0,73626.0,73962.6,73996.26,73999.63
KAR,Auto-Tires-Trucks,Automotive - Original Equipment,9,9,1,19,3900.0,3900.0,3900.0,0.0,3900.0,0.9,3900.0,nan,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0
KB,Finance,Banks - Foreign,10,15,2,18,3429.9999999999995,3433.75,3441.25,7.5,3452.5,0.9,3443.5,0.3,3443.5,3444.25,3444.85,3444.98,3445.0,3445.0,3445.0
KBH,Construction,Building Products - Home Builders,1,30,478,5,3020.9999999999995,3691.5,7560.0,3868.5,13362.75,0.9,15318.0,2.01,15318.0,18500.0,75918.0,118958.3,128445.83,129394.58,129489.46
KBR,Construction,Engineering - R and D Services,3,30,73,9,3120.0,4970.0,11970.0,7000.0,22470.0,0.9,37600.0,3.66,37600.0,39952.0,54020.16,65730.82,66901.88,67018.99,67030.7
KC,Computer and Technology,Internet - Software,1,30,528,4,3010.0,3838.75,8820.0,4981.25,16291.875,0.9,16491.5,1.54,16491.5,26347.05,70304.2,113149.89,113590.99,113635.1,113639.51
KD,Business Services,Technology Services,3,30,295,6,3010.0,3780.0,9796.0,6016.0,18820.0,0.9,18750.0,1.49,18750.0,26300.4,34130.1,84190.66,101026.37,102709.94,102878.29
KDP,Consumer Staples,Beverages - Soft drinks,2,30,149,7,3010.0,3800.0,6800.0,3000.0,11300.0,0.9,18220.0,3.81,18220.0,26700.0,110606.4,199952.7,213202.77,214527.78,214660.28
KEX,Transportation,Transportation - Shipping,9,30,30,11,3120.0000000000005,4680.0,8692.5,4012.5,14711.25,0.9,20760.0,3.01,20760.0,37741.0,110432.0,136323.2,138912.32,139171.23,139197.12
KEY,Finance,Banks - Major Regional,2,30,246,6,3024.0,3725.0,6997.5,3272.5,11906.25,0.9,17782.5,3.3,17782.5,67388.5,302805.7,412620.43,433829.44,435950.34,436162.43
KEYS,Computer and Technology,Electronics - Measuring Instruments,4,30,199,7,3040.0,3580.0,6727.0,3147.0,11447.5,0.9,10668.0,1.25,10668.0,18901.0,182970.3,254953.98,268495.4,269849.54,269984.95
KFY,Business Services,Staffing Firms,9,29,3,17,3922.0,4261.0,8550.0,4289.0,14983.5,0.9,10920.0,0.55,10920.0,11710.0,12342.0,12484.2,12498.42,12499.84,12499.98
KGC,Basic Materials,Mining - Gold,1,30,174,7,3009.0,3675.0,7331.5,3656.5,12816.25,0.9,16050.0,2.38,16050.0,34864.6,80981.13,110957.3,114055.73,114365.57,114396.56
KGS,Oils-Energy,Oil and Gas - Mechanical and and Equipment,9,25,5,16,3744.0,4050.0,6360.0,2310.0,9825.0,0.9,11244.0,2.11,11244.0,12872.0,14174.4,14467.44,14496.74,14499.67,14499.97
KHC,Consumer Staples,Food - Miscellaneous,1,30,1020,3,3011.9999999999995,3600.0,7186.5,3586.5,12566.25,0.9,12017.7,1.35,12017.7,18000.0,55874.7,99999.05,150293.6,155429.36,155942.94
KIDZ,Business Services,Technology Services,17,17,3,17,3600.0,3750.0,5392.5,1642.5,7856.25,0.9,6288.0,0.55,6288.0,6586.5,6825.3,6879.03,6884.4,6884.94,6884.99
KIM,Finance,REIT and Equity Trust - Retail,2,30,3,17,20700.0,33802.0,68552.0,34750.0,120677.0,0.9,81540.8,0.37,81540.8,85870.4,89334.08,90113.41,90191.34,90199.13,90199.91
KIND,Computer and Technology,Internet - Software,25,25,1,19,3460.0,3460.0,3460.0,0.0,3460.0,0.9,3460.0,nan,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0
KINS,Finance,Insurance - Property and Casualty,10,30,12,14,3500.0,4937.5,7200.0,2262.5,10593.75,0.9,8700.0,0.66,8700.0,9790.0,10758.0,10975.8,10997.58,10999.76,10999.98
KKR,Finance,Financial - Investment Management,1,30,3220,2,3002.0000000000005,3780.0,7950.0,4170.0,14205.0,0.9,15178.0,1.73,15178.0,30009.75,111008.45,325476.9,355060.44,359506.04,359950.6
KLAC,Computer and Technology,Electronics - Miscellaneous Products,1,30,4096,2,3002.0,4080.0,10240.0,6160.0,19480.0,0.9,19000.0,1.42,19000.0,30020.0,87500.0,334163.0,670771.43,785781.14,797282.11
KLC,Consumer Discretionary,Schools,14,14,1,20,4000.0,4000.0,4000.0,0.0,4000.0,0.9,4000.0,nan,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
KLG,Consumer Staples,Consumer Products - Staples,11,28,7,15,3500.0,5025.0,11050.0,6025.0,20087.5,0.9,12100.0,0.17,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0
KLIC,Computer and Technology,Electronics - Manufacturing Machinery,2,25,24,12,3264.0,6034.0,18812.5,12778.5,37980.25,0.9,29683.3,0.85,29683.3,40469.85,51873.03,54489.3,54750.93,54777.09,54779.71
KLXE,Oils-Energy,Oil and Gas - Field Services,18,18,2,18,7475.0,7475.0,7475.0,0.0,7475.0,0.9,7475.0,nan,7475.0,7475.0,7475.0,7475.0,7475.0,7475.0,7475.0
KMB,Consumer Staples,Consumer Products - Staples,1,30,283,6,3025.0,3750.0,8907.0,5157.0,16642.5,0.9,20297.0,2.21,20297.0,61300.0,193500.0,204527.86,207895.79,208232.58,208266.26
KMI,Oils-Energy,Oil and Gas - Production and Pipelines,1,30,590,4,3002.0,3655.5,7393.0,3737.5,12999.25,0.9,15000.0,2.04,15000.0,23300.4,48656.04,108579.0,155757.9,160475.79,160947.58
KMT,Industrial Products,Manufacturing - Tools & Related Products,14,14,1,19,6960.000000000001,6960.0,6960.0,0.0,6960.0,0.9,6960.0,nan,6960.0,6960.0,6960.0,6960.0,6960.0,6960.0,6960.0
KMX,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,1,30,1101,3,3006.0,3800.0,8610.0,4810.0,15825.0,0.9,14455.0,1.22,14455.0,24080.0,50400.0,622500.0,1005450.0,1045545.0,1049554.5
KN,Computer and Technology,Communication - Components,22,22,1,20,7500.0,7500.0,7500.0,0.0,7500.0,0.9,7500.0,nan,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0
KNF,Construction,Building Products - Miscellaneous,8,30,60,10,3072.0,4482.5,9000.0,4517.5,15776.25,0.9,70250.4,13.56,70250.4,110819.75,177300.0,193230.0,194823.0,194982.3,194998.23
KNSA,Medical,Medical - Biomedical and Genetics,18,18,1,20,3400.0,3400.0,3400.0,0.0,3400.0,0.9,3400.0,nan,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0
KNSL,Finance,Insurance - Property and Casualty,2,30,124,8,3050.0,4071.0,9757.5,5686.5,18287.25,0.9,15984.0,1.09,15984.0,27500.0,48651.4,63876.16,65774.12,65963.91,65982.89
KNTK,Oils-Energy,Oil and Gas - Field Services,3,30,41,11,3250.0,4800.0,18360.0,13560.0,38700.0,0.9,32315.0,1.03,32315.0,47880.0,85784.0,104716.4,106609.64,106798.96,106817.9
KNX,Transportation,Transportation - Truck,2,30,298,6,3009.0,3613.75,8861.25,5247.5,16732.5,0.9,29636.0,3.96,29636.0,72107.4,169858.8,311854.78,328185.48,329818.55,329981.85
KO,Consumer Staples,Beverages - Soft drinks,1,30,4532,2,3002.0,3718.0,7825.0,4107.0,13985.5,0.9,14705.5,1.68,14705.5,22582.5,65690.0,205932.86,396411.78,435641.18,439564.12
KOD,Medical,Medical - Biomedical and Genetics,11,22,2,18,3100.0,3525.0,4375.0,850.0,5650.0,0.9,4630.0,0.3,4630.0,4715.0,4783.0,4798.3,4799.83,4799.98,4800.0
KODK,Computer and Technology,Electronics - Miscellaneous Products,4,30,107,8,3075.0,3650.0,7170.0,3520.0,12450.0,0.9,12948.0,1.64,12948.0,18375.0,37053.6,57588.18,59731.82,59946.18,59967.62
KOPN,Computer and Technology,Electronics - Miscellaneous Products,2,30,33,11,3090.0,4200.0,7500.0,3300.0,12450.0,0.9,12776.0,1.6,12776.0,16900.0,19920.0,19992.0,19999.2,19999.92,19999.99
KOS,Oils-Energy,Oil and Gas - Exploration and Production - International,9,29,9,15,3672.0,3949.0,5000.0,1051.0,6576.5,0.9,8318.4,3.16,8318.4,13141.2,16999.44,17867.54,17954.35,17963.04,17963.9
KR,Retail-Wholesale,Retail - Supermarkets,1,30,1220,3,3003.0,3659.5,7500.0,3840.5,13260.75,0.9,12367.3,1.27,12367.3,19114.65,74807.5,362560.5,391171.5,392817.15,392981.72
KRC,Finance,REIT and Equity Trust - Other,1,30,6,16,4290.0,24303.0,117311.25,93008.25,256823.625,0.9,118265.0,0.01,118265.0,118265.0,118265.0,118265.0,118265.0,118265.0,118265.0
KRNT,Industrial Products,Commercial Printing,28,28,2,18,3200.0,3610.0,4430.0,820.0,5660.0,0.9,4676.0,0.3,4676.0,4758.0,4823.6,4838.36,4839.84,4839.98,4840.0
KROS,Medical,Medical - Biomedical and Genetics,7,28,25,12,3015.0,4000.0,6930.0,2930.0,11325.0,0.9,10650.0,1.27,10650.0,11270.0,17176.0,18817.6,18981.76,18998.18,18999.82
KRYS,Medical,Medical - Biomedical and Genetics,2,30,214,6,3004.0,3967.5,7775.0,3807.5,13486.25,0.9,28746.0,5.51,28746.0,117850.0,508715.25,739350.0,748935.0,749893.5,749989.35
KSPI,Business Services,Financial Transaction Services,1,30,31,11,3100.0,4600.0,13500.0,8900.0,26850.0,0.9,28980.0,1.74,28980.0,48970.0,72327.0,77081.7,77557.17,77604.72,77609.47
KSS,Retail-Wholesale,Retail - Regional Department Stores,1,30,2226,2,3002.0,3750.0,8249.0,4499.0,14997.5,0.9,16327.0,1.8,16327.0,29500.0,279375.0,767899.85,1239111.52,1241458.25,1241692.93
KTB,Consumer Discretionary,Textile - Apparel,8,30,24,12,3060.0,3990.0,7840.0,3850.0,13615.0,0.9,11400.0,0.92,11400.0,14677.5,59309.5,71180.95,72368.1,72486.81,72498.68
KTOS,Aerospace,Aerospace - Defense Equipment,1,30,359,5,3045.0000000000005,3960.0,8100.0,4140.0,14310.0,0.9,15000.0,1.67,15000.0,18462.7,32492.88,107194.14,132219.41,134721.94,134972.19
KULR,Computer and Technology,Electronics - Semiconductors,1,30,607,4,3010.0,3746.5,7360.0,3613.5,12780.25,0.9,12044.0,1.3,12044.0,19185.1,37279.5,80846.17,88938.82,89748.08,89829.01
KURA,Medical,Medical - Biomedical and Genetics,3,29,19,13,3080.0000000000005,4170.0,7450.0,3280.0,12370.0,0.9,12069.0,1.41,12069.0,16709.7,19335.54,19926.35,19985.44,19991.34,19991.93
KVUE,Consumer Staples,Consumer Products - Staples,1,30,486,5,3002.9999999999995,3866.75,10257.0,6390.25,19842.375,0.9,21651.0,1.78,21651.0,47500.0,209062.5,262704.67,277710.67,279211.27,279361.33
KVYO,Computer and Technology,Internet - Software,1,30,206,7,3015.9999999999995,3882.0,9645.0,5763.0,18289.5,0.9,15244.0,0.97,15244.0,21656.25,75585.0,99591.25,101759.13,101975.91,101997.59
KW,Finance,Real Estate - Operations,24,24,2,18,4740.0,9986.25,20478.75,10492.5,36217.5,0.9,23626.5,0.3,23626.5,24675.75,25515.15,25704.02,25722.9,25724.79,25724.98
KWR,Basic Materials,Chemical - Specialty,9,9,5,16,3360.0,3840.0,4320.0,480.0,5040.0,0.9,5508.0,2.48,5508.0,5904.0,6220.8,6292.08,6299.21,6299.92,6299.99
KXIN,Auto-Tires-Trucks,Automotive - Foreign,10,11,2,18,19500.0,20100.75,21302.25,1201.5,23104.5,0.9,21662.7,0.3,21662.7,21782.85,21878.97,21900.6,21902.76,21902.98,21903.0
KYMR,Medical,Medical - Biomedical and Genetics,14,30,21,13,3150.0,4025.0,5550.0,1525.0,7837.5,0.9,6160.0,0.4,6160.0,7000.0,7416.0,7509.6,7518.96,7519.9,7519.99
KZIA,Medical,Medical - Biomedical and Genetics,28,28,1,20,3885.0,3885.0,3885.0,0.0,3885.0,0.9,3885.0,nan,3885.0,3885.0,3885.0,3885.0,3885.0,3885.0,3885.0
L,Finance,Insurance - Multi line,6,30,14,14,3120.0000000000005,3648.75,4695.0,1046.25,6264.375,0.9,4830.0,0.13,4830.0,5302.5,6004.5,6162.45,6178.24,6179.82,6179.98
LAC,Basic Materials,Mining - Miscellaneous,1,30,50,10,3072.0,3944.25,7837.5,3893.25,13677.375,0.9,19258.4,2.93,19258.4,21000.0,50137.5,61713.75,62871.38,62987.14,62998.71
LAD,Retail-Wholesale,Automotive - Retail and Whole Sales,1,30,141,8,3150.0,3300.0,12160.0,8860.0,25450.0,0.9,20580.0,0.95,20580.0,35500.0,99264.0,181525.8,190979.58,191924.96,192019.5
LAES,Computer and Technology,Electronics - Semiconductors,1,30,237,6,3029.9999999999995,3750.0,7363.0,3613.0,12782.5,0.9,14160.0,1.88,14160.0,20000.0,33254.0,42437.7,43483.77,43588.38,43598.84
LAKE,Industrial Products,Security and Safety Services,8,11,7,15,3200.0,5000.0,9075.0,4075.0,15187.5,0.9,12232.0,0.77,12232.0,12991.0,13598.2,13734.82,13748.48,13749.85,13749.98
LAMR,Finance,REIT and Equity Trust - Other,17,29,8,15,3190.0,3422.5,5847.5,2425.0,9485.0,0.9,9230.0,1.39,9230.0,10665.0,11813.0,12071.3,12097.13,12099.71,12099.97
LANC,Consumer Staples,Food - Miscellaneous,8,30,10,15,3500.0,3700.0,4300.0,600.0,5200.0,0.9,10173.5,9.79,10173.5,12236.75,13887.35,14258.73,14295.87,14299.59,14299.96
LASE,Industrial Products,Manufacturing - General Industrial ,7,30,34,11,3150.0,4001.25,7093.75,3092.5,11732.5,0.9,7758.5,0.21,7758.5,9327.0,13677.15,14908.21,15031.32,15043.63,15044.86
LASR,Computer and Technology,Electronics - Semiconductors,30,30,1,19,6000.0,6000.0,6000.0,0.0,6000.0,0.9,6000.0,nan,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0
LAZ,Finance,Financial - Miscellaneous Services,10,30,33,11,3125.0,3384.0,6095.0,2711.0,10161.5,0.9,7330.0,0.46,7330.0,20907.0,32600.4,32609.04,32609.9,32609.99,32610.0
LAZR,Auto-Tires-Trucks,Automotive - Original Equipment,1,30,337,5,3002.0000000000005,3840.0,7400.0,3560.0,12740.0,0.9,11850.0,1.25,11850.0,16354.4,35268.48,272800.0,333280.0,339328.0,339932.8
LB,Oils-Energy,Oil and Gas - Integrated - United States,8,30,66,9,3040.0,3819.0,8971.5,5152.5,16700.25,0.9,18950.0,1.94,18950.0,22600.0,46539.0,71073.9,73527.39,73772.74,73797.27
LBRDK,Consumer Discretionary,Cable Television,24,24,1,19,3219.9999999999995,3220.0,3220.0,0.0,3220.0,0.9,3220.0,nan,3220.0,3220.0,3220.0,3220.0,3220.0,3220.0,3220.0
LBRT,Oils-Energy,Oil and Gas - Field Services,2,30,59,10,3008.0,4865.0,9460.0,4595.0,16352.5,0.9,11709.0,0.49,11709.0,13789.0,19065.0,19456.5,19495.65,19499.57,19499.96
LBTYA,Utilities,Diversified Communication Services,9,30,23,12,3120.0,4500.0,8445.0,3945.0,14362.5,0.9,11405.0,0.75,11405.0,16671.0,31581.0,35234.1,35599.41,35635.94,35639.59
LC,Finance,Financial - Miscellaneous Services,1,30,117,8,3030.0,3800.0,8000.0,4200.0,14300.0,0.9,11148.0,0.75,11148.0,15806.4,33752.0,61387.4,64503.74,64815.37,64846.54
LCID,Auto-Tires-Trucks,Automotive - Domestic,1,30,907,4,3002.9999999999995,3640.0,6401.5,2761.5,10543.75,0.9,9655.0,1.18,9655.0,13934.9,35940.6,519970.0,519970.0,519970.0,519970.0
LCII,Auto-Tires-Trucks,Automotive - Original Equipment,3,30,22,12,3250.0,3789.0,6755.25,2966.25,11204.625,0.9,9055.0,0.78,9055.0,24210.0,40010.0,43601.0,43960.1,43996.01,43999.6
LDOS,Computer and Technology,Computers - IT Services,1,30,302,6,3010.0,3700.0,7193.75,3493.75,12434.375,0.9,11497.0,1.23,11497.0,17911.25,37495.0,84219.95,101841.99,103604.2,103780.42
LE,Retail-Wholesale,Retail - Catalog Shopping,8,16,6,16,3315.0,3558.75,4100.0,541.25,4911.875,0.9,4395.0,0.55,4395.0,4492.5,4570.5,4588.05,4589.8,4589.98,4590.0
LEA,Auto-Tires-Trucks,Automotive - Original Equipment,1,29,63,10,3014.0,3735.0,6776.0,3041.0,11337.5,0.9,20248.0,4.43,20248.0,52050.0,138000.0,193800.0,199380.0,199938.0,199993.8
LECO,Industrial Products,Manufacturing - Tools & Related Products,14,30,10,15,3040.0,4020.0,8225.0,4205.0,14532.5,0.9,11756.7,0.84,11756.7,14878.35,17375.67,17937.57,17993.76,17999.38,17999.94
LEG,Consumer Discretionary,Furniture,9,24,6,16,3496.0,3520.5,4504.5,984.0,5980.5,0.9,10839.5,6.44,10839.5,13856.25,16269.65,16812.67,16866.97,16872.4,16872.94
LEGH,Finance,Real Estate - Operations,21,21,1,20,3300.0,3300.0,3300.0,0.0,3300.0,0.9,3300.0,nan,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0
LEGN,Medical,Medical - Biomedical and Genetics,7,30,173,7,3078.0,3904.0,7500.0,3596.0,12894.0,0.9,12920.0,1.51,12920.0,16495.0,37244.0,151940.0,168194.0,169819.4,169981.94
LEN,Construction,Building Products - Home Builders,1,30,3790,2,3010.0,3800.0,8485.25,4685.25,15513.125,0.9,16349.6,1.68,16349.6,24954.6,82704.52,407127.39,2554395.85,3585439.59,3688543.96
LESL,Consumer Staples,Consumer Products - Staples,7,29,12,14,3150.0,3433.5,5310.0,1876.5,8124.75,0.9,17079.0,6.27,17079.0,20135.0,22027.0,22452.7,22495.27,22499.53,22499.95
LEU,Basic Materials,Mining - Non Ferrous,1,30,2351,2,3008.0,3780.0,7846.5,4066.5,13946.25,0.9,13680.0,1.43,13680.0,21120.0,64420.0,110380.9,208645.7,229664.57,231766.46
LEVI,Retail-Wholesale,Retail - Apparel and Shoes,7,30,144,7,3036.0,3672.75,6868.75,3196.0,11662.75,0.9,16459.0,3.0,16459.0,29840.0,95700.0,442800.0,494280.0,499428.0,499942.8
LFCR,Medical,Medical - Biomedical and Genetics,15,22,2,18,3450.0,3497.5,3592.5,95.0,3735.0,0.9,3621.0,0.3,3621.0,3630.5,3638.1,3639.81,3639.98,3640.0,3640.0
LFMD,Medical,Medical Services,4,30,113,8,3010.0,3960.0,7530.0,3570.0,12885.0,0.9,13673.0,1.72,13673.0,28650.0,40301.2,119962.0,128996.2,129899.62,129989.96
LFST,Medical,Medical - Outpatient and Home Healthcare,23,30,6,16,4160.0,4935.0,8187.5,3252.5,13066.25,0.9,76655.0,21.05,76655.0,110702.5,137940.5,144069.05,144681.91,144743.19,144749.32
LFUS,Computer and Technology,Electronics - Miscellaneous Components,9,24,4,17,4900.0,4975.0,17268.0,12293.0,35707.5,0.9,19147.2,0.15,19147.2,19773.6,20274.72,20387.47,20398.75,20399.87,20399.99
LFVN,Medical,Medical - Dental Supplies,15,16,5,16,3100.0,3168.0,3632.0,464.0,4328.0,0.9,4452.8,1.77,4452.8,4726.4,4945.28,4994.53,4999.45,4999.95,4999.99
LFWD,Computer and Technology,Internet - Software,11,29,2,18,3690.0,5763.75,9911.25,4147.5,16132.5,0.9,11155.5,0.3,11155.5,11570.25,11902.05,11976.71,11984.17,11984.92,11984.99
LGIH,Finance,Real Estate - Development,8,28,24,12,3100.0,3778.5,8962.5,5184.0,16738.5,0.9,22088.0,2.53,22088.0,44376.0,49524.6,49934.46,49975.45,49979.54,49979.95
LGND,Medical,Medical - Biomedical and Genetics,14,22,6,16,3120.0,3877.5,4830.0,952.5,6258.75,0.9,6300.0,1.54,6300.0,6950.0,7470.0,7587.0,7598.7,7599.87,7599.99
LH,Medical,Medical Services,2,30,111,8,3060.0,4030.0,12425.0,8395.0,25017.5,0.9,18232.0,0.69,18232.0,48100.0,256830.0,474007.0,497400.7,499740.07,499974.01
LHX,Aerospace,Aerospace - Defense,1,30,281,6,3010.0,3500.0,9100.0,5600.0,17500.0,0.9,16188.0,1.27,16188.0,26400.0,207579.6,748384.92,885891.49,899642.15,901017.21
LI,Auto-Tires-Trucks,Automotive - Foreign,1,30,2620,2,3002.0000000000005,3760.0,8314.75,4554.75,15146.875,0.9,13986.6,1.25,13986.6,22100.0,50883.94,108912.04,225909.82,240570.98,242037.1
LIF,Industrial Products,Security and Safety Services,4,30,15,13,3465.0,4625.0,13253.0,8628.0,26195.0,0.9,17870.4,0.54,17870.4,37900.2,73210.44,81155.24,81949.72,82029.17,82037.12
LII,Construction,Building Products - Air Conditioner and Heating,2,30,319,5,3010.0,4090.0,7325.0,3235.0,12177.5,0.9,17460.0,3.13,17460.0,33808.0,182000.0,397342.5,417734.25,419773.43,419977.34
LILA,Computer and Technology,Wireless National,30,30,1,20,4760.0,4760.0,4760.0,0.0,4760.0,0.9,4760.0,nan,4760.0,4760.0,4760.0,4760.0,4760.0,4760.0,4760.0
LIN,Basic Materials,Chemical - Specialty,1,30,602,4,3010.0,3768.0,7350.0,3582.0,12723.0,0.9,13685.0,1.77,13685.0,18685.0,35994.6,57187.0,64218.7,64921.87,64992.19
LINC,Consumer Discretionary,Schools,7,21,4,17,3080.0,3395.0,4937.5,1542.5,7251.25,0.9,6265.0,0.86,6265.0,6707.5,7061.5,7141.15,7149.12,7149.91,7149.99
LINE,Finance,REIT and Equity Trust - Other,9,29,37,11,3079.9999999999995,3384.0,6500.0,3116.0,11174.0,0.9,9048.0,0.82,9048.0,11780.0,27776.8,32027.68,32452.77,32495.28,32499.53
LION,Consumer Discretionary,Media Conglomerates,7,21,2,18,3100.0,3165.0,3295.0,130.0,3490.0,0.9,3334.0,0.3,3334.0,3347.0,3357.4,3359.74,3359.97,3360.0,3360.0
LITE,Computer and Technology,Communication - Components,1,30,899,4,3010.0,3900.0,9415.0,5515.0,17687.5,0.9,19040.0,1.75,19040.0,33243.0,127295.7,400980.0,1201098.0,1281109.8,1289110.98
LITM,Oils-Energy,Alternative Energy - Other,4,30,33,11,3020.0000000000005,3735.0,6000.0,2265.0,9397.5,0.9,7198.0,0.53,7198.0,8368.0,9686.8,9833.68,9848.37,9849.84,9849.98
LIVN,Medical,Medical - Instruments,14,29,17,13,3060.0,3770.0,7100.0,3330.0,12095.0,0.9,8415.0,0.39,8415.0,8727.0,9725.4,9950.04,9972.5,9974.75,9974.98
LKQ,Auto-Tires-Trucks,Automotive - Replacement Parts,2,29,75,9,3149.9999999999995,4000.0,9302.5,5302.5,17256.25,0.9,22066.4,2.41,22066.4,48375.0,190698.4,423025.84,446258.58,448581.86,448814.19
LLY,Medical,Large Cap Pharmaceuticals,1,30,85560,1,3001.0,3850.0,9000.0,5150.0,16725.0,0.9,16830.0,1.52,16830.0,26000.0,70000.0,281736.35,821227.98,3071374.35,4638387.44
LLYVA,Utilities,Diversified Communication Services,7,30,4,17,3236.9999999999995,4791.75,9190.0,4398.25,15787.375,0.9,11476.0,0.52,11476.0,12238.0,12847.6,12984.76,12998.48,12999.85,12999.98
LMAT,Medical,Medical - Products,14,17,2,18,4975.0,15512.5,36587.5,21075.0,68200.0,0.9,42910.0,0.3,42910.0,45017.5,46703.5,47082.85,47120.79,47124.58,47124.96
LMB,Business Services,Building Products - Maintenance Service,9,30,17,13,3060.0,3500.0,6290.0,2790.0,10475.0,0.9,6907.2,0.22,6907.2,8198.4,11873.28,12700.13,12782.81,12791.08,12791.91
LMND,Finance,Insurance - Multi line,1,30,3506,2,3010.0,3800.0,8880.0,5080.0,16500.0,0.9,16675.0,1.53,16675.0,24150.0,59403.5,142356.07,177864.29,188786.43,189878.64
LMNR,Consumer Staples,Agriculture - Operations,11,28,10,14,3400.0,3400.0,4018.75,618.75,4946.875,0.9,5990.1,3.19,5990.1,6445.05,6809.01,6890.9,6899.09,6899.91,6899.99
LMT,Aerospace,Aerospace - Defense,1,30,7303,1,3006.0,3700.0,7520.0,3820.0,13250.0,0.9,13090.0,1.46,13090.0,20154.0,47519.6,192872.04,807544.59,1884044.86,1991694.89
LNC,Finance,Insurance - Life Insurance,6,30,202,7,3045.0000000000005,3750.0,8400.0,4650.0,15375.0,0.9,12960.0,0.98,12960.0,19237.5,39785.76,96981.63,108698.16,109869.82,109986.98
LNG,Oils-Energy,Oil and Gas - Exploration and Production - United States,1,30,2435,2,3010.0,3995.0,10216.0,6221.0,19547.5,0.9,21894.4,1.88,21894.4,40000.0,198821.4,627057.48,858096.57,898392.66,902422.27
LNN,Industrial Products,Manufacturing - Farm Equipment,10,28,25,12,3025.0,3150.0,4010.0,860.0,5300.0,0.9,4884.0,1.02,4884.0,9950.0,12720.0,13152.0,13195.2,13199.52,13199.95
LNSR,Medical,Medical - Instruments,28,28,2,19,9200.0,13800.0,23000.0,9200.0,36800.0,0.9,25760.0,0.3,25760.0,26680.0,27416.0,27581.6,27598.16,27599.82,27599.98
LNT,Utilities,Utility - Electric Power,4,30,12,14,3024.0,3500.0,20805.0,17305.0,46762.5,0.9,44925.0,1.39,44925.0,88370.0,129994.0,139359.4,140295.94,140389.59,140398.96
LNTH,Medical,Medical - Products,3,30,455,5,3010.0,4050.0,8184.0,4134.0,14385.0,0.9,15271.2,1.71,15271.2,33393.0,399600.0,912501.0,1083500.1,1100600.01,1102310.0
LNW,Consumer Discretionary,Gaming,3,29,28,12,3145.0,3461.25,5973.0,2511.75,9740.625,0.9,8520.0,1.01,8520.0,13160.0,15606.0,16140.6,16194.06,16199.41,16199.94
LNZA,Business Services,Technology Services,10,22,3,17,8701.0,9975.5,12127.5,2152.0,15355.5,0.9,12654.0,0.24,12654.0,12829.5,12969.9,13001.49,13004.65,13004.96,13005.0
LOAR,Aerospace,Aerospace - Defense Equipment,1,28,35,11,3100.0,3465.0,6305.0,2840.0,10565.0,0.9,14529.0,2.9,14529.0,64493.0,141715.9,171739.09,174741.41,175041.64,175071.66
