security,sector,industry,min_dte,max_dte,qualifying_trades,qualifying_trades_bin,p0_trade_value,p25_trade_value,p75_trade_value,iqr,trad_iqr_trade_value,n_range,pn_trade_value,custom_k,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
TTAN,Computer and Technology,Internet - Software,3,30,1201,3,3010.0,3680.0,7200.0,3520.0,12480.0,0.9,11184.0,1.13,11184.0,15848.0,55720.0,294680.0,406951.2,415806.12,416691.61
TTC,Consumer Discretionary,Tools - Handheld,2,28,56,10,3060.0,4075.0,8760.0,4685.0,15787.5,0.9,16341.0,1.62,16341.0,23047.5,46135.0,65093.5,66989.35,67178.94,67197.89
TTD,Computer and Technology,Internet - Services,1,30,12541,1,3002.0,3800.0,8621.0,4821.0,15852.5,0.9,15984.0,1.53,15984.0,24600.0,66162.0,222695.6,604892.55,970851.75,1012680.38
TTE,Oils-Energy,Oil and Gas - Refining and Marketing,1,29,164,7,3007.0,3997.5,12292.5,8295.0,24735.0,0.9,45850.0,4.05,45850.0,72887.85,134184.8,219590.7,232788.57,234108.36,234240.34
TTEC,Business Services,Technology Services,8,21,4,17,3020.0000000000005,5255.0,6787.5,1532.5,9086.25,0.9,8106.0,0.86,8106.0,8545.5,8897.1,8976.21,8984.12,8984.91,8984.99
TTEK,Industrial Products,Pollution Control,2,28,30,12,3105.0,3771.25,6037.5,2266.25,9436.875,0.9,9107.5,1.35,9107.5,15334.5,51233.25,63389.33,64604.93,64726.49,64738.65
TTMI,Computer and Technology,Electronics - Miscellaneous Components,21,21,1,19,5070.0,5070.0,5070.0,0.0,5070.0,0.9,5070.0,nan,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0
TTWO,Consumer Discretionary,Gaming,1,30,3761,2,3003.0,3840.0,8360.0,4520.0,15140.0,0.9,15250.0,1.52,15250.0,25080.0,110000.0,292070.8,543706.42,585738.74,589941.97
TU,Utilities,Diversified Communication Services,7,7,1,20,6520.0,6520.0,6520.0,0.0,6520.0,0.9,6520.0,nan,6520.0,6520.0,6520.0,6520.0,6520.0,6520.0,6520.0
TUYA,Computer and Technology,Internet - Software,24,30,45,11,3200.0,4320.0,32130.0,27810.0,73845.0,0.9,40734.0,0.31,40734.0,54422.0,69036.8,69840.68,69921.07,69929.11,69929.91
TVTX,Medical,Medical - Biomedical and Genetics,1,30,51,10,3100.0,3696.0,6945.0,3249.0,11818.5,0.9,9900.0,0.91,9900.0,16200.0,32362.5,43736.25,44873.62,44987.36,44998.74
TW,Finance,Financial - Investment Bank,2,30,321,5,3020.0,3610.0,10710.0,7100.0,21360.0,0.9,15675.0,0.7,15675.0,24975.0,181240.0,337656.0,372345.6,375814.56,376161.46
TWI,Industrial Products,Manufacturing - Farm Equipment,25,25,1,19,3390.0,3390.0,3390.0,0.0,3390.0,0.9,3390.0,nan,3390.0,3390.0,3390.0,3390.0,3390.0,3390.0,3390.0
TWIN,Industrial Products,Manufacturing - General Industrial ,14,14,1,20,6124.999999999999,6125.0,6125.0,0.0,6125.0,0.9,6125.0,nan,6125.0,6125.0,6125.0,6125.0,6125.0,6125.0,6125.0
TWLO,Computer and Technology,Internet - Software,1,30,5663,2,3009.0,3700.0,8398.0,4698.0,15445.0,0.9,16250.0,1.67,16250.0,26334.0,73765.8,239530.96,332357.72,367360.77,370861.08
TWO,Finance,REIT and Equity Trust,14,28,20,13,3029.9999999999995,3780.0,8250.0,4470.0,14955.0,0.9,14485.5,1.39,14485.5,28000.4,63726.48,71764.85,72568.68,72649.07,72657.11
TWST,Medical,Medical - Biomedical and Genetics,1,30,56,10,3150.0,4045.0,7192.5,3147.5,11913.75,0.9,12125.0,1.57,12125.0,20686.25,193500.0,356850.0,373185.0,374818.5,374981.85
TX,Basic Materials,Steel - Producers,29,29,1,19,4000.0,4000.0,4000.0,0.0,4000.0,0.9,4000.0,nan,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
TXG,Medical,Medical Info Systems,9,30,19,13,3300.0,4825.0,13027.5,8202.5,25331.25,0.9,16148.0,0.38,16148.0,19217.0,37051.4,41064.14,41465.41,41505.54,41509.55
TXN,Computer and Technology,Semiconductor - General,1,30,7578,1,3002.0000000000005,3750.0,7946.5,4196.5,14241.25,0.9,13931.8,1.43,13931.8,21115.75,56146.82,414514.5,1095011.02,1144294.1,1149222.41
TXNM,Oils-Energy,Alternative Energy - Other,9,29,6,16,5000.0,7000.0,59375.0,52375.0,137937.5,0.9,62500.0,0.06,62500.0,62500.0,62500.0,62500.0,62500.0,62500.0,62500.0
TXO,Oils-Energy,Energy and Pipeline - Master Limited Partnerships,30,30,1,20,4200.0,4200.0,4200.0,0.0,4200.0,0.9,4200.0,nan,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0
TXRH,Retail-Wholesale,Retail - Restaurants,1,30,569,4,3010.0,3680.0,7123.0,3443.0,12287.5,0.9,13288.0,1.79,13288.0,21156.0,142733.04,665777.98,915198.6,940140.66,942634.87
TXT,Aerospace,Aerospace - Defense,4,30,53,10,3010.0,3485.0,6552.0,3067.0,11152.5,0.9,10489.0,1.28,10489.0,19640.0,62868.88,84551.79,86720.08,86936.91,86958.59
TYL,Computer and Technology,Internet - Software and Services,8,30,87,9,3045.0000000000005,4410.0,10035.0,5625.0,18472.5,0.9,11820.0,0.32,11820.0,19400.0,40187.0,78538.7,82373.87,82757.39,82795.74
TYRA,Medical,Medical - Biomedical and Genetics,17,25,10,14,4950.0,20187.5,127125.0,106937.5,287531.25,0.9,177100.0,0.47,177100.0,236050.0,283210.0,293821.0,294882.1,294988.21,294998.82
TZOO,Retail-Wholesale,Internet - Commerce,17,25,4,17,3900.0,4387.5,5072.5,685.0,6100.0,0.9,5509.0,0.64,5509.0,5654.5,5770.9,5797.09,5799.71,5799.97,5800.0
U,Computer and Technology,Internet - Software,1,30,9660,1,3002.0,3744.0,7888.0,4144.0,14104.0,0.9,14000.0,1.47,14000.0,21960.9,62512.33,216000.0,471375.95,1475185.6,1575566.56
UA,Consumer Discretionary,Textile - Apparel,8,25,3,17,6000.0,7200.0,8550.0,1350.0,10575.0,0.9,8640.0,0.07,8640.0,8670.0,8694.0,8699.4,8699.94,8699.99,8700.0
UAA,Consumer Discretionary,Textile - Apparel,2,30,60,10,3050.0,4000.0,8680.0,4680.0,15700.0,0.9,30010.0,4.56,30010.0,50547.6,209870.5,255032.05,259548.21,259999.82,260044.98
UAL,Transportation,Transportation - Airline,1,30,13869,1,3002.0000000000005,3824.0,8820.0,4996.0,16314.0,0.9,16887.2,1.61,16887.2,26481.6,81949.0,586874.22,1439446.32,2237449.45,2319943.95
UAMY,Basic Materials,Mining - Non Ferrous,9,30,22,12,3140.0,4545.0,9847.5,5302.5,17801.25,0.9,11564.5,0.32,11564.5,24522.75,30256.0,31465.6,31586.56,31598.66,31599.87
UAN,Basic Materials,Fertilizers,8,30,47,10,3040.0,3690.0,7020.0,3330.0,12015.0,0.9,8961.0,0.58,8961.0,12818.4,22647.6,25520.76,25808.08,25836.81,25839.68
UBER,Computer and Technology,Internet - Services,1,30,30906,1,3002.0,3800.0,8619.0,4819.0,15847.5,0.9,16250.0,1.58,16250.0,25829.0,73990.15,342435.62,905239.75,1268352.5,1313258.45
UBFO,Finance,Banks - West,9,9,1,20,8990.0,8990.0,8990.0,0.0,8990.0,0.9,8990.0,nan,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0
UBS,Finance,Banks - Foreign,1,30,188,7,3050.0,3843.0,7782.75,3939.75,13692.375,0.9,11880.0,1.04,11880.0,34488.25,119173.5,467896.06,534331.31,540974.83,541639.18
UCTT,Computer and Technology,Electronics - Manufacturing Machinery,2,30,15,13,3087.0,3680.0,5400.0,1720.0,7980.0,0.9,5660.0,0.15,5660.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0
UDMY,Computer and Technology,Internet - Software,8,30,28,12,3040.0,3832.5,17150.0,13317.5,37126.25,0.9,48178.0,2.33,48178.0,57925.0,87966.0,96276.6,97107.66,97190.77,97199.08
UDR,Finance,REIT and Equity Trust - Residential,25,25,2,18,4560.0,4670.0,4890.0,220.0,5220.0,0.9,4956.0,0.3,4956.0,4978.0,4995.6,4999.56,4999.96,5000.0,5000.0
UEC,Basic Materials,Mining - Miscellaneous,2,30,192,7,3079.9999999999995,3955.0,13350.0,9395.0,27442.5,0.9,30000.0,1.77,30000.0,70900.0,143431.0,237378.0,244597.8,245319.78,245391.98
UFPI,Construction,Building Products - Wood,11,28,4,17,7300.0,7300.0,10860.0,3560.0,16200.0,0.9,16044.0,1.46,16044.0,17772.0,19154.4,19465.44,19496.54,19499.65,19499.97
UFPT,Industrial Products,Containers - Paper and Packaging,9,24,24,12,3450.0,4922.5,18825.0,13902.5,39678.75,0.9,18900.0,0.01,18900.0,23294.5,36336.1,39633.61,39963.36,39996.34,39999.63
UGI,Utilities,Utility - Gas Distribution,10,30,14,14,3120.0000000000005,4081.25,7335.0,3253.75,12215.625,0.9,9587.1,0.69,9587.1,9813.0,9906.6,9927.66,9929.77,9929.98,9930.0
UHAL,Transportation,Transportation - Services,18,23,2,18,4100.0,5980.0,9740.0,3760.0,15380.0,0.9,10868.0,0.3,10868.0,11244.0,11544.8,11612.48,11619.25,11619.92,11619.99
UHS,Medical,Medical - Hospital,1,30,531,4,3015.0,3795.0,9200.0,5405.0,17307.5,0.9,21021.0,2.19,21021.0,43480.0,862950.0,1230340.6,1535134.06,1565613.41,1568661.34
UIS,Computer and Technology,Computers - IT Services,24,30,4,17,3135.0,3408.75,3750.0,341.25,4261.875,0.9,4200.0,1.32,4200.0,4350.0,4470.0,4497.0,4499.7,4499.97,4500.0
UL,Consumer Staples,Consumer Products - Staples,4,30,65,9,3060.0,4216.0,13650.0,9434.0,27801.0,0.9,25872.0,1.3,25872.0,29736.0,41750.6,42735.56,42834.06,42843.91,42844.89
ULCC,Transportation,Transportation - Airline,8,30,42,11,3040.0,3501.75,6132.75,2631.0,10079.25,0.9,12278.4,2.34,12278.4,22173.0,113346.1,162345.61,167245.56,167735.56,167784.56
ULS,Business Services,Business - Services,9,30,17,13,3150.0,4590.0,20750.0,16160.0,44990.0,0.9,53000.0,2.0,53000.0,58021.6,74090.72,77706.27,78067.83,78103.98,78107.6
ULTA,Retail-Wholesale,Retail - Miscellaneous,1,30,9309,1,3004.0,3675.0,7700.0,4025.0,13737.5,0.9,14134.0,1.6,14134.0,22770.0,52106.0,205000.0,465028.56,519002.86,524400.29
UMAC,Business Services,Technology Services,6,30,65,9,3024.0,3402.0,6900.0,3498.0,12147.0,0.9,12705.6,1.66,12705.6,15797.0,22785.28,24656.13,24843.21,24861.92,24863.79
UMBF,Finance,Banks - Midwest,17,17,1,19,3135.0,3135.0,3135.0,0.0,3135.0,0.9,3135.0,nan,3135.0,3135.0,3135.0,3135.0,3135.0,3135.0,3135.0
UMC,Computer and Technology,Electronics - Semiconductors,2,29,22,12,5000.0,8400.0,22375.0,13975.0,43337.5,0.9,34933.5,0.9,34933.5,44515.75,108200.0,123320.0,124832.0,124983.2,124998.32
UNF,Industrial Products,Uniform and Related,9,28,17,13,3200.0,3200.0,6400.0,3200.0,11200.0,0.9,65400.0,18.44,65400.0,67200.0,71040.0,71904.0,71990.4,71999.04,71999.9
UNFI,Consumer Staples,Food - Miscellaneous,8,30,144,7,3029.9999999999995,3900.0,9155.0,5255.0,17037.5,0.9,17453.8,1.58,17453.8,21808.9,34382.7,51662.34,54185.63,54437.96,54463.2
UNH,Medical,Medical - HMOs,1,30,81772,1,3002.0,3815.0,8650.0,4835.0,15902.5,0.9,16200.0,1.56,16200.0,26001.8,69714.5,227867.32,562697.7,1456634.08,1578278.91
UNIT,Finance,REIT and Equity Trust - Other,4,30,12,14,3010.0,3565.0,6711.75,3146.75,11431.875,0.9,9079.2,0.75,9079.2,10022.25,10728.45,10887.35,10903.23,10904.82,10904.98
UNM,Finance,Insurance - Accident and Health,3,30,58,10,3080.0,4362.75,12038.25,7675.5,23551.5,0.9,35160.5,3.01,35160.5,46009.95,150890.3,205889.03,211388.9,211938.89,211993.89
UNP,Transportation,Transportation - Rail,1,30,1308,3,3010.0,3640.0,7480.0,3840.0,13240.0,0.9,12730.0,1.37,12730.0,18182.5,60405.12,378331.5,574258.2,594725.82,596772.58
UPBD,Finance,Financial - Leasing Companies,2,29,3,17,3500.0,3985.0,4491.0,506.0,5250.0,0.9,4503.6,0.02,4503.6,4507.8,4511.16,4511.92,4511.99,4512.0,4512.0
UPS,Transportation,Transportation - Air Freight and Cargo,1,30,6994,1,3002.0000000000005,3689.0,7452.0,3763.0,13096.5,0.9,13115.0,1.5,13115.0,20505.45,60042.42,255500.0,568259.11,847172.61,875063.96
UPST,Finance,Financial - Miscellaneous Services,1,30,27663,1,3002.0000000000005,3861.0,8961.0,5100.0,16611.0,0.9,17250.0,1.63,17250.0,28000.0,82765.66,311408.0,992942.5,2309817.54,2687981.75
UPWK,Computer and Technology,Internet - Services,9,30,227,6,3010.0,4250.0,8800.0,4550.0,15625.0,0.9,14826.4,1.32,14826.4,22118.0,55194.88,622140.0,746214.0,758621.4,759862.14
UPXI,Business Services,Technology Services,4,23,11,14,3900.0,4450.0,20250.0,15800.0,43950.0,0.9,41000.0,1.31,41000.0,41000.0,41000.0,41000.0,41000.0,41000.0,41000.0
URBN,Retail-Wholesale,Retail - Apparel and Shoes,1,30,783,4,3015.0,3800.0,8312.5,4512.5,15081.25,0.9,20756.0,2.76,20756.0,38354.4,188520.0,382448.96,519492.9,533197.29,534567.73
URGN,Medical,Medical - Biomedical and Genetics,8,30,446,5,3030.0,3916.25,8500.0,4583.75,15375.625,0.9,11820.0,0.72,11820.0,15643.75,28588.5,114336.75,159933.68,164493.37,164949.34
URI,Construction,Building Products - Miscellaneous,1,30,3860,2,3006.0,3840.0,9000.0,5160.0,16740.0,0.9,16000.0,1.36,16000.0,22331.75,63918.1,377982.15,2122963.89,2342776.39,2364757.64
UROY,Oils-Energy,Alternative Energy - Other,11,28,13,14,3320.0000000000005,3465.0,4360.0,895.0,5702.5,0.9,7000.0,2.95,7000.0,7464.0,8020.8,8146.08,8158.61,8159.86,8159.99
USAR,Basic Materials,Mining - Miscellaneous,1,30,398,5,3010.0,3844.75,8393.75,4549.0,15217.25,0.9,13500.0,1.12,13500.0,18062.3,38157.0,47415.92,51026.79,51387.88,51423.99
USAU,Basic Materials,Mining - Gold,16,30,7,16,3300.0,4185.0,7775.0,3590.0,13160.0,0.9,8370.0,0.17,8370.0,8685.0,8937.0,8993.7,8999.37,8999.94,8999.99
USB,Finance,Banks - Major Regional,1,30,945,4,3003.0,3780.0,7500.0,3720.0,13080.0,0.9,15000.0,2.02,15000.0,28000.0,59967.0,199344.0,219734.4,221773.44,221977.34
USFD,Consumer Staples,Food - Miscellaneous,1,30,87,9,3015.0,3708.0,6975.0,3267.0,11875.5,0.9,12240.0,1.61,12240.0,15908.6,50533.5,81125.85,84185.08,84491.01,84521.6
USLM,Construction,Building Products - Concrete and Aggregates,23,25,3,17,3090.0,3388.0,3915.0,527.0,4705.5,0.9,4052.4,0.26,4052.4,4098.2,4134.84,4143.08,4143.91,4143.99,4144.0
USM,Computer and Technology,Wireless National,10,29,12,14,3200.0,6930.0,20312.5,13382.5,40386.25,0.9,38500.0,1.36,38500.0,46090.75,52046.15,53386.12,53520.11,53533.51,53534.85
USNA,Medical,Medical - Drugs,24,24,1,19,5000.0,5000.0,5000.0,0.0,5000.0,0.9,5000.0,nan,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
USPH,Medical,Medical - Outpatient and Home Healthcare,11,29,11,14,3100.0,3750.0,6745.0,2995.0,11237.5,0.9,7790.0,0.35,7790.0,7895.0,7979.0,7997.9,7999.79,7999.98,8000.0
UTHR,Medical,Medical - Drugs,1,30,102,8,3079.9999999999995,4000.0,9792.5,5792.5,18481.25,0.9,15600.0,1.0,15600.0,45227.0,200357.13,218081.0,219808.1,219980.81,219998.08
UTI,Consumer Discretionary,Schools,8,29,13,14,3055.0,5130.0,20000.0,14870.0,42305.0,0.9,38373.6,1.24,38373.6,43637.2,49691.44,51053.64,51189.86,51203.49,51204.85
UTZ,Consumer Staples,Food - Miscellaneous,3,30,18,13,3040.0,3770.0,8615.0,4845.0,15882.5,0.9,16200.0,1.57,16200.0,19300.0,20660.0,20966.0,20996.6,20999.66,20999.97
UUUU,Basic Materials,Mining - Non Ferrous,1,30,214,6,3020.0000000000005,4000.0,8108.75,4108.75,14271.875,0.9,16338.0,2.0,16338.0,22101.5,82830.0,88906.67,89858.27,89953.43,89962.94
UVE,Finance,Insurance - Property and Casualty,9,23,4,17,3050.0,3072.5,8000.0,4927.5,15391.25,0.9,11600.0,0.73,11600.0,12800.0,13760.0,13976.0,13997.6,13999.76,13999.98
UVV,Consumer Staples,Tobacco,3,24,12,14,3750.0,5557.5,9217.5,3660.0,14707.5,0.9,9910.5,0.19,9910.5,10491.75,11026.35,11146.64,11158.66,11159.87,11159.99
UWMC,Finance,Financial - Mortgage & Related Services,3,30,72,9,3015.0,3975.0,9249.0,5274.0,17160.0,0.9,15922.5,1.27,15922.5,31027.5,88940.0,143894.0,149389.4,149938.94,149993.89
V,Business Services,Financial Transaction Services,1,30,12593,1,3002.0000000000005,3700.0,7950.0,4250.0,14325.0,0.9,14997.0,1.66,14997.0,22422.0,58962.72,291434.37,1021889.0,1096902.0,1096902.0
VAC,Consumer Discretionary,Leisure and Recreation Services,3,30,32,11,3120.0,4037.5,7520.0,3482.5,12743.75,0.9,15679.8,2.34,15679.8,121475.0,534995.0,656499.5,668649.95,669865.0,669986.5
VAL,Oils-Energy,Oil and Gas - Drilling,3,30,220,6,3020.0,3593.0,6993.75,3400.75,12094.875,0.9,15671.6,2.55,15671.6,21270.5,70049.78,98462.8,104384.08,104976.21,105035.42
VALE,Basic Materials,Mining - Iron,1,30,639,4,3016.0,4000.0,10220.0,6220.0,19550.0,0.9,16817.0,1.06,16817.0,26764.5,57414.48,329496.85,348849.68,350784.97,350978.5
VATE,Conglomerates,Diversified Operations,30,30,1,20,12000.0,12000.0,12000.0,0.0,12000.0,0.9,12000.0,nan,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
VC,Auto-Tires-Trucks,Automotive - Original Equipment,3,29,13,14,3100.0,4026.0,7200.0,3174.0,11961.0,0.9,10358.0,0.99,10358.0,13406.0,16953.2,17751.32,17831.13,17839.11,17839.91
VCEL,Medical,Medical - Biomedical and Genetics,1,28,37,11,3200.0,6000.0,17755.0,11755.0,35387.5,0.9,39700.0,1.87,39700.0,50472.0,54689.6,55868.96,55986.9,55998.69,55999.87
VCTR,Finance,Financial - Investment Management,21,30,6,16,3325.0,3491.25,6750.0,3258.75,11638.125,0.9,8312.5,0.48,8312.5,8668.75,8953.75,9017.88,9024.29,9024.93,9024.99
VCYT,Medical,Medical - Instruments,9,29,42,11,3079.9999999999995,3992.5,6982.5,2990.0,11467.5,0.9,13326.0,2.12,13326.0,13744.0,66691.6,96669.16,99666.92,99966.69,99996.67
VECO,Computer and Technology,Electronics - Manufacturing Machinery,4,29,21,13,3190.0,5170.0,20520.0,15350.0,43545.0,0.9,32500.0,0.78,32500.0,34300.0,41132.0,42669.2,42822.92,42838.29,42839.83
VEEV,Medical,Medical Info Systems,1,30,1961,3,3002.0000000000005,3700.0,7800.0,4100.0,13950.0,0.9,13695.0,1.44,13695.0,19800.0,43044.0,160525.52,209709.55,217733.45,218535.85
VEON,Utilities,Diversified Communication Services,23,30,6,16,3360.0,3500.0,4275.0,775.0,5437.5,0.9,15750.0,14.81,15750.0,21375.0,25875.0,26887.5,26988.75,26998.88,26999.89
VERA,Medical,Medical - Biomedical and Genetics,3,30,238,6,3010.0,4200.0,9710.0,5510.0,17975.0,0.9,21240.0,2.09,21240.0,38150.0,108591.0,1022250.0,1182225.0,1198222.5,1199822.25
VERI,Business Services,Technology Services,24,29,5,16,3500.0,3600.0,4200.0,600.0,5100.0,0.9,4305.0,0.18,4305.0,4340.0,4368.0,4374.3,4374.93,4374.99,4375.0
VERU,Medical,Medical - Products,1,29,30,12,3150.0000000000005,3600.0,5056.25,1456.25,7240.625,0.9,9986.6,3.39,9986.6,10110.1,15179.04,17012.3,17195.63,17213.96,17215.8
VERV,Medical,Medical - Drugs,2,29,8,15,3280.0000000000005,3755.0,6228.75,2473.75,9939.375,0.9,10881.0,1.88,10881.0,11990.5,12878.1,13077.81,13097.78,13099.78,13099.98
VERX,Computer and Technology,Internet - Software,3,30,42,11,3149.9999999999995,3955.0,7237.5,3282.5,12161.25,0.9,14588.0,2.24,14588.0,16187.5,75040.0,95704.0,97770.4,97977.04,97997.7
VET,Oils-Energy,Oil and Gas - Exploration and Production - International,9,29,6,16,3300.0,3775.0,6690.0,2915.0,11062.5,0.9,7440.0,0.26,7440.0,7700.0,7908.0,7954.8,7959.48,7959.95,7959.99
VFC,Consumer Discretionary,Textile - Apparel,1,30,1561,3,3002.0,3960.0,9300.0,5340.0,17310.0,0.9,23335.0,2.63,23335.0,62000.0,277696.8,908576.0,1009282.4,1009928.24,1009992.82
VFS,Auto-Tires-Trucks,Automotive - Domestic,2,28,36,11,3140.0,3696.25,6030.0,2333.75,9530.625,0.9,7173.0,0.49,7173.0,7582.25,9586.1,10415.81,10498.78,10507.08,10507.91
VG,Oils-Energy,Oil and Gas - Exploration and Production - United States,2,30,250,6,3010.0,3697.5,7706.25,4008.75,13719.375,0.9,14526.0,1.7,14526.0,41014.5,173460.0,340616.84,371561.68,374656.17,374965.62
VIAV,Computer and Technology,Communication - Components,3,29,25,12,3115.0,3450.0,7105.0,3655.0,12587.5,0.9,10335.0,0.88,10335.0,11645.0,43083.72,51960.67,52848.37,52937.14,52946.01
VICI,Finance,REIT and Equity Trust - Other,9,29,48,10,3029.9999999999995,3802.5,11748.75,7946.25,23668.125,0.9,27573.0,1.99,27573.0,43340.75,79798.6,81752.86,81948.29,81967.83,81969.78
VICR,Computer and Technology,Electronics - Miscellaneous Components,1,30,318,5,3015.0,3970.0,10417.5,6447.5,20088.75,0.9,18848.0,1.31,18848.0,23051.0,44839.27,195054.39,244505.44,249450.54,249945.05
VIK,Consumer Discretionary,Leisure and Recreation Services,8,30,83,9,3040.0,3919.5,10395.0,6475.5,20108.25,0.9,49600.0,6.05,49600.0,119549.2,205200.0,308520.0,318852.0,319885.2,319988.52
VIPS,Computer and Technology,Internet - Delivery Services,1,30,160,7,3040.0,3563.0,7299.25,3736.25,12903.625,0.9,14051.5,1.81,14051.5,22505.0,38923.15,50830.5,52333.05,52483.31,52498.33
VIR,Medical,Medical - Biomedical and Genetics,7,30,47,10,3024.0,3805.0,7455.0,3650.0,12930.0,0.9,10516.0,0.84,10516.0,12000.0,34249.6,48424.96,49842.5,49984.25,49998.42
VIRC,Consumer Discretionary,Furniture,14,22,9,15,3465.0,4802.0,7760.0,2958.0,12197.0,0.9,9620.0,0.63,9620.0,9760.0,9872.0,9897.2,9899.72,9899.97,9900.0
VIRT,Finance,Financial - Miscellaneous Services,3,30,51,10,3010.0,3512.5,6767.5,3255.0,11650.0,0.9,12320.0,1.71,12320.0,16737.5,32417.5,32793.25,32830.82,32834.58,32834.96
VIST,Oils-Energy,Oil and Gas - Integrated - International,3,30,154,7,3150.0,4340.0,9118.0,4778.0,16285.0,0.9,22375.5,2.77,22375.5,45228.75,125253.0,338118.45,369286.85,372403.68,372715.37
VITL,Consumer Staples,Food - Miscellaneous,2,30,156,7,3042.0,3625.5,7616.25,3990.75,13602.375,0.9,13945.0,1.59,13945.0,27667.5,58654.25,268445.42,301920.54,305268.05,305602.81
VKTX,Medical,Medical - Biomedical and Genetics,1,30,8617,1,3002.9999999999995,3900.0,9000.0,5100.0,16650.0,0.9,16000.0,1.37,16000.0,24452.0,59380.8,191376.0,821316.8,1288131.68,1334813.17
VLN,Computer and Technology,Electronics - Semiconductors,17,17,1,19,3240.0,3240.0,3240.0,0.0,3240.0,0.9,3240.0,nan,3240.0,3240.0,3240.0,3240.0,3240.0,3240.0,3240.0
VLO,Oils-Energy,Oil and Gas - Refining and Marketing,1,30,2170,2,3002.0,3795.0,8250.0,4455.0,14932.5,0.9,15762.1,1.69,15762.1,23661.6,73833.0,319370.43,650958.0,686095.8,689609.58
VLRS,Transportation,Transportation - Airline,25,25,1,20,3300.0,3300.0,3300.0,0.0,3300.0,0.9,3300.0,nan,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0
VLTO,Business Services,Waste Removal Services,11,28,80,9,3072.0,3552.5,7713.75,4161.25,13955.625,0.9,22497.9,3.55,22497.9,33188.55,56196.0,75819.6,77781.96,77978.2,77997.82
VLY,Finance,Banks - Northeast,2,29,24,12,3090.0,4580.0,9990.0,5410.0,18105.0,0.9,20238.0,1.89,20238.0,45075.0,184600.5,220960.05,224596.01,224959.6,224995.96
VMC,Construction,Building Products - Concrete and Aggregates,2,30,100,8,3050.0,3600.0,9871.0,6271.0,19277.5,0.9,20668.4,1.72,20668.4,35332.9,141305.0,168480.5,171198.05,171469.81,171496.98
VMEO,Business Services,Technology Services,2,30,6,16,3120.0000000000005,3550.0,4856.25,1306.25,6815.625,0.9,6187.5,1.02,6187.5,6793.75,7278.75,7387.88,7398.79,7399.88,7399.99
VMI,Industrial Products,Steel - Pipe and Tube,11,30,23,12,3050.0,4000.0,13920.0,9920.0,28800.0,0.9,21238.0,0.74,21238.0,25476.0,40798.0,44579.8,44957.98,44995.8,44999.58
VNDA,Medical,Medical - Biomedical and Genetics,23,25,3,17,3278.0,3389.0,4935.0,1546.0,7254.0,0.9,5796.0,0.56,5796.0,6083.0,6312.6,6364.26,6369.43,6369.94,6369.99
VNET,Computer and Technology,Internet - Software,2,30,301,6,3060.0,4000.0,10320.0,6320.0,19800.0,0.9,19480.0,1.45,19480.0,34300.0,75000.0,101382.0,102086.7,102157.17,102164.22
VNO,Finance,REIT and Equity Trust - Other,2,30,54,10,3050.0,4135.0,7487.5,3352.5,12516.25,0.9,12210.0,1.41,12210.0,23161.25,104780.0,140078.0,143607.8,143960.78,143996.08
VNOM,Oils-Energy,Oil and Gas - Exploration and Production - United States,1,30,54,10,3060.0,3750.0,6937.5,3187.5,11718.75,0.9,10050.0,0.98,10050.0,11718.0,44070.48,44826.05,44901.6,44909.16,44909.92
VNT,Business Services,Technology Services,9,25,7,15,3038.0,6000.0,11056.0,5056.0,18640.0,0.9,16952.0,1.17,16952.0,18476.0,19695.2,19969.52,19996.95,19999.7,19999.97
VOD,Computer and Technology,Wireless Non-US ,7,30,141,8,3036.0000000000005,4500.0,10875.0,6375.0,20437.5,0.9,16950.0,0.95,16950.0,22450.0,42805.0,517480.06,585894.41,592735.84,593419.98
VOYA,Finance,Insurance - Life Insurance,10,16,14,14,3525.0,5117.5,7420.0,2302.5,10873.75,0.9,8340.0,0.4,8340.0,8719.25,8747.85,8754.29,8754.93,8754.99,8755.0
VPG,Computer and Technology,Electronics - Miscellaneous Components,9,24,34,11,3250.0,4345.0,9510.0,5165.0,17257.5,0.9,14654.5,1.0,14654.5,16310.45,19642.71,20864.27,20986.43,20998.64,20999.86
VRA,Retail-Wholesale,Retail - Apparel and Shoes,11,25,6,16,3850.0,5000.0,62000.0,57000.0,147500.0,0.9,81000.0,0.33,81000.0,81000.0,81000.0,81000.0,81000.0,81000.0,81000.0
VRAR,Business Services,Technology Services,11,30,11,14,3100.0,3225.0,4500.0,1275.0,6412.5,0.9,4600.0,0.08,4600.0,4800.0,4960.0,4996.0,4999.6,4999.96,5000.0
