security,sector,industry,num_trades,trade_volume_bin,trade_volume_bin_rank,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value,cluster,final_cluster
IAG,Basic Materials,Mining - Gold,29,15,3,90142.4,143000.0,149300.0,149930.0,149993.0,149999.3,0.0,15__0
IART,Medical,Medical - Instruments,4,5,3,77985.0,87597.0,89759.7,89975.97,89997.6,89999.76,1.0,5__1
IAS,Business Services,Advertising and Marketing,5,5,3,9320.0,9984.0,10133.4,10148.34,10149.83,10149.98,0.0,5__0
IBKR,Finance,Financial - Investment Bank,1991,35,2,22025.0,54839.0,195224.25,443755.83,496022.58,501249.26,0.0,35__0
IBM,Computer and Technology,Computer - Integrated Systems,14378,40,2,24063.2,60689.2,282432.29,825047.87,898057.03,899085.7,3.0,40__3
IBN,Finance,Banks - Foreign,107,20,2,16376.0,54580.0,86290.0,89629.0,89962.9,89996.29,0.0,20__0
IBP,Construction,Building Products - Miscellaneous,19,15,3,9750.0,15150.0,16365.0,16486.5,16498.65,16499.86,0.0,15__0
IBRX,Medical,Medical - Biomedical and Genetics,169,20,2,24504.0,48532.0,154764.4,172976.44,174797.64,174979.76,0.0,20__0
IBTA,Business Services,Technology Services,72,20,2,33175.0,266227.5,374697.75,385544.78,386629.48,386737.95,3.0,20__3
ICAD,Computer and Technology,Computer - Software,1,0,3,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,2.0,0__2
ICE,Finance,Securities and Exchanges,353,25,2,24003.2,86480.0,441201.44,452972.14,454149.21,454266.92,0.0,25__0
ICFI,Business Services,Government Services,1,0,3,3765.0,3765.0,3765.0,3765.0,3765.0,3765.0,2.0,0__2
ICHR,Computer and Technology,Electronics - Semiconductors,5,5,3,22578.0,23635.6,23873.56,23897.36,23899.74,23899.97,3.0,5__3
ICL,Basic Materials,Fertilizers,2,5,3,4403.0,4444.6,4453.96,4454.9,4454.99,4455.0,0.0,5__0
ICLR,Medical,Medical Services,281,25,2,24500.0,160000.0,621648.0,752284.8,765348.48,766654.85,0.0,25__0
ICUI,Medical,Medical - Products,24,15,3,26249.0,75508.0,88010.8,89261.08,89386.11,89398.61,0.0,15__0
IDA,Utilities,Utility - Electric Power,2,5,3,4158.75,4191.75,4199.18,4199.92,4199.99,4200.0,0.0,5__0
IDCC,Computer and Technology,Wireless Equipment,201,25,2,10070.0,15180.0,21850.0,22435.0,22493.5,22499.35,0.0,25__0
IDN,Industrial Products,Security and Safety Services,1,0,3,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,2.0,0__2
IDR,Basic Materials,Mining - Gold,9,10,3,39398.0,51879.6,54687.96,54968.8,54996.88,54999.69,0.0,10__0
IDT,Utilities,Diversified Communication Services,4,5,3,9538.25,9783.65,9838.87,9844.39,9844.94,9844.99,0.0,5__0
IDXX,Medical,Medical - Instruments,248,25,2,38399.3,236172.5,516270.65,571282.57,576783.76,577333.88,2.0,25__2
IDYA,Medical,Medical - Biomedical and Genetics,5,5,3,15092.0,17110.4,17564.54,17609.95,17614.5,17614.95,3.0,5__3
IEP,Conglomerates,Diversified Operations,99,20,2,12482.5,95104.4,153510.44,159351.04,159935.1,159993.51,0.0,20__0
IESC,Computer and Technology,Electronics - Miscellaneous Services,441,25,2,26000.0,123600.0,220424.0,224542.4,224954.24,224995.42,0.0,25__0
IEX,Industrial Products,Manufacturing - General Industrial ,9,10,3,10000.0,10800.0,10980.0,10998.0,10999.8,10999.98,0.0,10__0
IFF,Basic Materials,Chemical - Specialty,123,20,2,18339.0,66553.9,107424.8,111992.48,112449.25,112494.92,0.0,20__0
IFRX,Medical,Medical - Biomedical and Genetics,1,0,3,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0,2.0,0__2
IGMS,Medical,Medical - Biomedical and Genetics,4,5,3,6275.0,6455.0,6495.5,6499.55,6499.96,6500.0,0.0,5__0
IGT,Consumer Discretionary,Gaming,52,15,3,95737.5,128616.06,153261.61,155726.16,155972.62,155997.26,0.0,15__0
IHRT,Consumer Discretionary,Broadcast Radio and Television,5,5,3,17404.6,19070.52,19445.35,19482.84,19486.58,19486.96,3.0,5__3
IIIN,Industrial Products,Wire and Cable Products,2,5,3,4245.0,4249.0,4249.9,4249.99,4250.0,4250.0,0.0,5__0
IIIV,Computer and Technology,Internet - Software,8,10,3,13250.0,14650.0,14965.0,14996.5,14999.65,14999.97,0.0,10__0
IIPR,Finance,REIT and Equity Trust - Other,72,20,2,17271.0,32523.05,36385.81,36772.08,36810.71,36814.57,0.0,20__0
ILMN,Medical,Medical - Biomedical and Genetics,1002,30,2,23737.5,96237.5,341594.4,386774.98,391297.5,391749.75,2.0,30__2
IMAX,Consumer Discretionary,Film and Television Production and Distribution,10,10,3,58850.0,75770.0,79577.0,79957.7,79995.77,79999.58,0.0,10__0
IMCR,Medical,Medical - Biomedical and Genetics,12,10,3,132400.95,201036.99,216480.1,218024.41,218178.84,218194.28,2.0,10__2
IMKTA,Retail-Wholesale,Retail - Supermarkets,19,15,3,7602.6,10832.52,11559.25,11631.93,11639.19,11639.92,0.0,15__0
IMMR,Computer and Technology,Computer - Peripheral Equipment,9,10,3,11502.0,13100.4,13460.04,13496.0,13499.6,13499.96,0.0,10__0
IMNM,Medical,Medical - Biomedical and Genetics,12,10,3,8245.6,9463.52,9737.55,9764.96,9767.7,9767.97,0.0,10__0
IMO,Oils-Energy,Oil and Gas - Integrated - Canadian,6,10,3,7293.75,7458.75,7495.88,7499.59,7499.96,7500.0,0.0,10__0
IMPP,Transportation,Transportation - Shipping,1,0,3,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,2.0,0__2
IMTX,Medical,Medical - Biomedical and Genetics,8,10,3,42443.5,48488.7,49848.87,49984.89,49998.49,49999.85,0.0,10__0
IMUX,Medical,Medical - Biomedical and Genetics,4,5,3,31146.0,35029.2,35902.92,35990.29,35999.03,35999.9,3.0,5__3
IMVT,Medical,Medical - Biomedical and Genetics,59,20,2,185160.6,315127.12,358785.11,363150.91,363587.49,363631.15,1.0,20__1
IMXI,Business Services,Financial Transaction Services,2,5,3,48062.5,49612.5,49961.25,49996.13,49999.61,49999.96,1.0,5__1
INBK,Finance,Banks - Northeast,1,0,3,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,2.0,0__2
INBX,Medical,Medical - Biomedical and Genetics,4,5,3,8416.25,8743.25,8816.83,8824.18,8824.92,8824.99,0.0,5__0
INCY,Medical,Medical - Biomedical and Genetics,709,30,2,24712.0,97000.8,218140.0,246814.0,249681.4,249968.14,2.0,30__2
INDI,Computer and Technology,Electronics - Semiconductors,26,15,3,16787.5,19287.5,19928.75,19992.87,19999.29,19999.93,0.0,15__0
INDV,Medical,Medical - Drugs,9,10,3,76000.0,95200.0,99520.0,99952.0,99995.2,99999.52,2.0,10__2
INFA,Computer and Technology,Internet - Software,152,20,2,33023.75,160000.5,261264.42,274661.44,276001.14,276135.11,3.0,20__3
INFY,Computer and Technology,Computers - IT Services,153,20,2,15360.0,24796.0,32989.92,34294.99,34425.5,34438.55,0.0,20__0
ING,Finance,Banks - Foreign,6,10,3,6945.0,7369.0,7464.4,7473.94,7474.89,7474.99,0.0,10__0
INGM,Business Services,Technology Services,1,0,3,5016.0,5016.0,5016.0,5016.0,5016.0,5016.0,2.0,0__2
INGR,Consumer Staples,Food - Miscellaneous,7,10,3,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,0.0,10__0
INMB,Medical,Medical - Biomedical and Genetics,47,15,3,6356.5,9608.0,11760.8,11976.08,11997.61,11999.76,0.0,15__0
INMD,Medical,Medical - Products,73,20,2,12316.0,16270.4,19627.04,19962.7,19996.27,19999.63,0.0,20__0
INOD,Computer and Technology,Computer - Services,1236,30,2,26842.5,75575.0,160631.16,236081.23,245305.12,246227.51,2.0,30__2
INSE,Business Services,Technology Services,1,0,3,3510.0,3510.0,3510.0,3510.0,3510.0,3510.0,2.0,0__2
INSG,Computer and Technology,Internet - Software,29,15,3,18800.0,80785.6,100310.56,102263.06,102458.31,102477.83,0.0,15__0
INSM,Medical,Medical - Biomedical and Genetics,1310,30,2,24805.0,100754.64,1174633.08,1753288.29,1788128.83,1791612.88,1.0,30__1
INSP,Medical,Medical Info Systems,686,30,2,34930.0,89997.0,222722.25,223431.23,223502.12,223509.21,2.0,30__2
INSW,Transportation,Transportation - Shipping,31,15,3,12250.0,12850.0,12985.0,12998.5,12999.85,12999.98,0.0,15__0
INTA,Computer and Technology,Internet - Software,76,20,2,16935.0,190312.5,204656.25,206090.63,206234.06,206248.41,3.0,20__3
INTC,Computer and Technology,Semiconductor - General,38961,45,1,22275.0,56700.0,178509.6,596644.8,1708020.0,1944702.0,1.0,45__1
INTT,Computer and Technology,Electronics - Measuring Instruments,2,5,3,5422.75,5440.55,5444.56,5444.96,5445.0,5445.0,0.0,5__0
INTU,Computer and Technology,Computer - Software,6769,40,2,27615.0,82051.2,293280.0,784178.4,848592.84,855034.28,0.0,40__0
INVA,Medical,Large Cap Pharmaceuticals,4,5,3,7275.0,7599.0,7671.9,7679.19,7679.92,7679.99,0.0,5__0
INVH,Finance,REIT and Equity Trust - Residential,14,10,3,29660.5,34356.1,35412.61,35518.26,35528.83,35529.88,0.0,10__0
INVZ,Auto-Tires-Trucks,Automotive - Original Equipment,51,15,3,108625.0,200000.0,236000.0,239600.0,239960.0,239996.0,0.0,15__0
INZY,Medical,Medical - Biomedical and Genetics,3,5,3,8761.6,8945.92,8987.39,8991.54,8991.95,8992.0,0.0,5__0
IONQ,Computer and Technology,Computer - Integrated Systems,17267,40,2,27000.0,69736.0,233717.0,460000.0,486203.51,491125.15,0.0,40__0
IONS,Medical,Medical - Drugs,25,15,3,34400.0,56488.2,61174.32,61642.93,61689.79,61694.48,0.0,15__0
IOT,Computer and Technology,Internet - Software,2940,35,2,38955.5,199888.85,802108.29,1085205.6,1188520.56,1198852.06,1.0,35__1
IOVA,Medical,Medical - Biomedical and Genetics,909,30,2,22650.0,52225.56,181930.0,367843.0,386434.3,388293.43,2.0,30__2
IP,Basic Materials,Paper and Related Products,430,25,2,36544.5,128747.7,400409.0,443785.4,448123.04,448556.8,0.0,25__0
IPG,Business Services,Advertising and Marketing,22,15,3,31579.0,85115.85,97895.08,99173.01,99300.8,99313.58,0.0,15__0
IPGP,Computer and Technology,Lasers Systems and Components,4,5,3,4224.5,4316.9,4337.69,4339.77,4339.98,4340.0,0.0,5__0
IPI,Basic Materials,Fertilizers,16,10,3,12678.75,12699.75,12704.47,12704.95,12704.99,12705.0,0.0,10__0
IQ,Computer and Technology,Internet - Services,152,20,2,11935.65,25745.0,29396.0,29939.6,29993.96,29999.4,0.0,20__0
IQV,Medical,Medical - Instruments,450,25,2,38064.0,336684.0,1338002.61,1601520.26,1627872.03,1630507.2,2.0,25__2
IR,Industrial Products,Manufacturing - General Industrial ,254,25,2,29658.55,83317.8,133981.92,147498.19,148849.82,148984.98,0.0,25__0
IRBT,Industrial Products,Industrial Automation and Robotics,221,25,2,13000.0,17456.0,22680.0,23868.0,23986.8,23998.68,0.0,25__0
IRD,Medical,Medical - Biomedical and Genetics,2,5,3,6020.0,6052.0,6059.2,6059.92,6059.99,6060.0,0.0,5__0
IRDM,Computer and Technology,Satellite and Communication,20,15,3,14173.25,16806.65,17399.17,17458.42,17464.34,17464.93,0.0,15__0
IREN,Finance,Financial - Miscellaneous Services,4733,35,2,20321.6,54050.88,127362.42,322892.5,378789.25,384378.92,0.0,35__0
IRM,Business Services,Business - Information Services,378,25,2,20941.2,60043.47,211156.17,270123.12,276019.81,276609.48,0.0,25__0
IRON,Medical,Medical - Biomedical and Genetics,30,15,3,198581.4,236279.56,238533.56,238758.96,238781.5,238783.75,0.0,15__0
IRTC,Medical,Medical Info Systems,177,20,2,24284.4,80880.0,182700.0,200520.0,202302.0,202480.2,0.0,20__0
ISPO,Consumer Discretionary,Leisure and Recreation Services,1,0,3,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,2.0,0__2
ISRG,Medical,Medical - Instruments,7945,40,2,23508.0,57711.6,229229.6,648260.8,732626.08,741062.61,3.0,40__3
ISSC,Aerospace,Aerospace - Defense Equipment,1,0,3,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,2.0,0__2
IT,Business Services,Consulting Services,279,25,2,20836.0,71523.36,434258.68,457011.87,459287.19,459514.72,0.0,25__0
ITGR,Medical,Medical - Instruments,8,10,3,7060.0,7172.0,7197.2,7199.72,7199.97,7200.0,0.0,10__0
ITOS,Medical,Medical - Biomedical and Genetics,42,15,3,51710.0,143673.0,149097.3,149639.73,149693.97,149699.4,0.0,15__0
ITP,Basic Materials,Paper and Related Products,1,0,3,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,2.0,0__2
ITRI,Computer and Technology,Electronics - Testing Equipment,31,15,3,9795.0,12067.0,12906.7,12990.67,12999.07,12999.91,0.0,15__0
ITRN,Industrial Products,Security and Safety Services,2,5,3,5980.0,5996.0,5999.6,5999.96,6000.0,6000.0,0.0,5__0
ITT,Conglomerates,Diversified Operations,140,20,2,110000.0,213690.0,422424.0,445442.4,447744.24,447974.42,3.0,20__3
ITUB,Finance,Banks - Foreign,7,10,3,19609.0,23921.8,24892.18,24989.22,24998.92,24999.89,0.0,10__0
ITW,Industrial Products,Manufacturing - General Industrial ,156,20,2,38145.0,73404.0,163065.0,173806.5,174880.65,174988.06,0.0,20__0
IVVD,Medical,Medical - Biomedical and Genetics,9,10,3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,10__0
IVZ,Finance,Financial - Investment Management,85,20,2,74200.0,613172.0,801567.2,820406.72,822290.67,822479.07,1.0,20__1
J,Business Services,Technology Services,90,20,2,287031.25,632824.05,908251.91,935794.69,938548.97,938824.4,1.0,20__1
JACK,Retail-Wholesale,Retail - Restaurants,159,20,2,34740.0,263081.0,420000.0,420000.0,420000.0,420000.0,3.0,20__3
JAKK,Consumer Discretionary,Toys - Games - Hobbies,2,5,3,3480.0,3496.0,3499.6,3499.96,3500.0,3500.0,0.0,5__0
JAMF,Business Services,Technology Services,6,10,3,5403.75,5640.75,5694.08,5699.41,5699.94,5699.99,0.0,10__0
JANX,Medical,Medical - Biomedical and Genetics,295,25,2,50000.0,125310.0,378244.0,397824.4,399782.44,399978.24,0.0,25__0
JAZZ,Medical,Medical - Biomedical and Genetics,120,20,2,28313.5,121139.25,138206.08,139820.61,139982.06,139998.21,0.0,20__0
JBHT,Transportation,Transportation - Truck,311,25,2,71910.0,174654.0,501300.0,576630.0,584163.0,584916.3,2.0,25__2
JBL,Computer and Technology,Electronics - Manufacturing Services,1220,30,2,25025.05,48988.2,420201.5,616717.1,637671.71,639767.17,2.0,30__2
JBLU,Transportation,Transportation - Airline,588,30,2,12998.6,27617.72,61640.67,71990.07,73025.01,73128.5,2.0,30__2
JBTM,Business Services,Technology Services,11,10,3,55825.0,56405.0,56535.5,56548.55,56549.86,56549.99,0.0,10__0
JCI,Construction,Building Products - Wood,421,25,2,48400.0,175800.0,358860.0,403086.0,407508.6,407950.86,2.0,25__2
JD,Retail-Wholesale,Internet - Commerce,17091,40,2,24625.0,67950.0,287649.24,704748.5,869529.91,895692.99,0.0,40__0
JEF,Finance,Financial - Miscellaneous Services,301,25,2,24875.0,34000.0,50970.0,55587.0,56048.7,56094.87,0.0,25__0
JELD,Construction,Building Products - Wood,3,5,3,3939.0,3955.8,3959.58,3959.96,3960.0,3960.0,0.0,5__0
JHX,Construction,Building Products - Miscellaneous,10,10,3,78000.0,99600.0,104460.0,104946.0,104994.6,104999.46,2.0,10__2
JJSF,Consumer Staples,Food - Miscellaneous,4,5,3,47380.0,53476.0,54847.6,54984.76,54998.48,54999.85,1.0,5__1
JKHY,Computer and Technology,Computers - IT Services,18,15,3,12145.2,15523.44,16283.54,16359.55,16367.16,16367.92,0.0,15__0
JKS,Oils-Energy,Solar,327,25,2,18879.0,47884.6,87616.95,93403.1,93981.71,94039.57,0.0,25__0
JLL,Finance,Real Estate - Operations,53,15,3,27300.0,126420.0,216042.0,225004.2,225900.42,225990.04,0.0,15__0
JMIA,Retail-Wholesale,Internet - Commerce,71,20,2,10267.5,40412.9,72891.29,76139.13,76463.91,76496.39,0.0,20__0
JNJ,Medical,Large Cap Pharmaceuticals,6287,40,2,24934.7,69050.4,332988.0,798877.3,965487.73,982148.77,0.0,40__0
JNPR,Computer and Technology,Wireless Equipment,265,25,2,88800.0,333118.2,419899.52,424489.95,424949.0,424994.9,2.0,25__2
JOBY,Transportation,Transportation - Airline,563,30,2,19795.0,34795.0,122711.8,166261.18,170616.12,171051.61,2.0,30__2
JOE,Finance,Real Estate - Development,4,5,3,6033.0,6390.6,6471.06,6479.11,6479.91,6479.99,0.0,5__0
JOYY,Computer and Technology,Internet - Services,7,10,3,5273.0,5366.6,5387.66,5389.77,5389.98,5390.0,0.0,10__0
JPM,Finance,Financial - Investment Bank,29136,45,1,24000.0,63000.0,237082.5,730470.73,2046203.66,2328321.57,1.0,45__1
JSPR,Medical,Medical - Biomedical and Genetics,232,25,2,37268.0,174978.0,280942.5,298094.25,299809.43,299980.94,0.0,25__0
JXN,Finance,Insurance - Life Insurance,109,20,2,26400.0,33554.0,47463.8,48936.38,49083.64,49098.36,0.0,20__0
K,Consumer Discretionary,Consumer Products - Discretionary,52,15,3,12525.0,70252.85,113382.78,117695.78,118127.08,118170.21,0.0,15__0
KAI,Industrial Products,Manufacturing - General Industrial ,8,10,3,72500.0,86500.0,89650.0,89965.0,89996.5,89999.65,0.0,10__0
KALU,Industrial Products,Metal Products - Procurement and Fabrication,11,10,3,10395.0,11823.0,12144.3,12176.43,12179.64,12179.96,0.0,10__0
KALV,Medical,Medical - Drugs,13,10,3,53600.0,69920.0,73592.0,73959.2,73995.92,73999.59,0.0,10__0
KAR,Auto-Tires-Trucks,Automotive - Original Equipment,1,0,3,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,2.0,0__2
KB,Finance,Banks - Foreign,2,5,3,3444.25,3444.85,3444.98,3445.0,3445.0,3445.0,0.0,5__0
KBH,Construction,Building Products - Home Builders,474,25,2,18500.0,76182.0,119046.7,128454.67,129395.47,129489.55,0.0,25__0
KBR,Construction,Engineering - R and D Services,72,20,2,39956.0,54200.88,65748.89,66903.69,67019.17,67030.72,0.0,20__0
KC,Computer and Technology,Internet - Software,528,25,2,26347.05,70304.2,113149.89,113590.99,113635.1,113639.51,0.0,25__0
KD,Business Services,Technology Services,295,25,2,26300.4,34130.1,84190.66,101026.37,102709.94,102878.29,0.0,25__0
KDP,Consumer Staples,Beverages - Soft drinks,146,20,2,26812.5,110893.5,200251.12,213232.61,214530.76,214660.58,0.0,20__0
KEX,Transportation,Transportation - Shipping,30,15,3,37741.0,110432.0,136323.2,138912.32,139171.23,139197.12,0.0,15__0
KEY,Finance,Banks - Major Regional,246,25,2,44915.25,302805.7,412620.43,433829.44,435950.34,436162.43,2.0,25__2
KEYS,Computer and Technology,Electronics - Measuring Instruments,196,25,2,18977.5,183308.25,255181.95,268518.2,269851.82,269985.18,0.0,25__0
KFY,Business Services,Staffing Firms,3,5,3,11710.0,12342.0,12484.2,12498.42,12499.84,12499.98,0.0,5__0
KGC,Basic Materials,Mining - Gold,176,20,2,34813.0,80610.75,110917.5,114051.75,114365.18,114396.52,0.0,20__0
KGS,Oils-Energy,Oil and Gas - Mechanical and and Equipment,5,5,3,12872.0,14174.4,14467.44,14496.74,14499.67,14499.97,3.0,5__3
KHC,Consumer Staples,Food - Miscellaneous,1007,30,2,18000.0,59741.04,99999.7,150366.4,155436.64,155943.66,2.0,30__2
KIDZ,Business Services,Technology Services,3,5,3,6586.5,6825.3,6879.03,6884.4,6884.94,6884.99,0.0,5__0
KIM,Finance,REIT and Equity Trust - Retail,3,5,3,85870.4,89334.08,90113.41,90191.34,90199.13,90199.91,1.0,5__1
KIND,Computer and Technology,Internet - Software,1,0,3,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,2.0,0__2
KINS,Finance,Insurance - Property and Casualty,12,10,3,9790.0,10758.0,10975.8,10997.58,10999.76,10999.98,0.0,10__0
KKR,Finance,Financial - Investment Management,3312,35,2,26737.5,106356.0,325314.71,354919.27,359491.93,359949.19,0.0,35__0
KLAC,Computer and Technology,Electronics - Miscellaneous Products,4105,35,2,29112.4,86657.96,334121.6,670490.58,785753.06,797279.31,0.0,35__0
KLC,Consumer Discretionary,Schools,1,0,3,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,2.0,0__2
KLG,Consumer Staples,Consumer Products - Staples,7,10,3,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,0.0,10__0
KLIC,Computer and Technology,Electronics - Manufacturing Machinery,24,15,3,40469.85,51873.03,54489.3,54750.93,54777.09,54779.71,0.0,15__0
KLXE,Oils-Energy,Oil and Gas - Field Services,2,5,3,7475.0,7475.0,7475.0,7475.0,7475.0,7475.0,0.0,5__0
KMB,Consumer Staples,Consumer Products - Staples,280,25,2,62050.0,193500.0,204567.67,207899.77,208232.98,208266.3,2.0,25__2
KMI,Oils-Energy,Oil and Gas - Production and Pipelines,590,30,2,23300.4,48656.04,108579.0,155757.9,160475.79,160947.58,2.0,30__2
KMT,Industrial Products,Manufacturing - Tools & Related Products,1,0,3,6960.0,6960.0,6960.0,6960.0,6960.0,6960.0,2.0,0__2
KMX,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,1170,30,2,24252.75,50337.9,606975.0,1002655.5,1045265.55,1049526.55,0.0,30__0
KN,Computer and Technology,Communication - Components,1,0,3,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,2.0,0__2
KNF,Construction,Building Products - Miscellaneous,60,20,2,110819.75,177300.0,193230.0,194823.0,194982.3,194998.23,3.0,20__3
KNSA,Medical,Medical - Biomedical and Genetics,1,0,3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2.0,0__2
KNSL,Finance,Insurance - Property and Casualty,124,20,2,27500.0,48651.4,63876.16,65774.12,65963.91,65982.89,0.0,20__0
KNTK,Oils-Energy,Oil and Gas - Field Services,41,15,3,47880.0,85784.0,104716.4,106609.64,106798.96,106817.9,0.0,15__0
KNX,Transportation,Transportation - Truck,297,25,2,72143.2,170298.4,311915.88,328191.59,329819.16,329981.92,2.0,25__2
KO,Consumer Staples,Beverages - Soft drinks,4540,35,2,22502.5,63549.81,205746.37,396334.82,435633.48,439563.35,0.0,35__0
KOD,Medical,Medical - Biomedical and Genetics,2,5,3,4715.0,4783.0,4798.3,4799.83,4799.98,4800.0,0.0,5__0
KODK,Computer and Technology,Electronics - Miscellaneous Products,107,20,2,18375.0,37053.6,57588.18,59731.82,59946.18,59967.62,0.0,20__0
KOPN,Computer and Technology,Electronics - Miscellaneous Products,33,15,3,16900.0,19920.0,19992.0,19999.2,19999.92,19999.99,0.0,15__0
KOS,Oils-Energy,Oil and Gas - Exploration and Production - International,9,10,3,13141.2,16999.44,17867.54,17954.35,17963.04,17963.9,0.0,10__0
KR,Retail-Wholesale,Retail - Supermarkets,1233,30,2,18854.4,72110.0,361644.0,391152.0,392815.2,392981.52,2.0,30__2
KRC,Finance,REIT and Equity Trust - Other,6,10,3,118265.0,118265.0,118265.0,118265.0,118265.0,118265.0,2.0,10__2
KRNT,Industrial Products,Commercial Printing,2,5,3,4758.0,4823.6,4838.36,4839.84,4839.98,4840.0,0.0,5__0
KROS,Medical,Medical - Biomedical and Genetics,25,15,3,11270.0,17176.0,18817.6,18981.76,18998.18,18999.82,0.0,15__0
KRYS,Medical,Medical - Biomedical and Genetics,215,25,2,117300.0,508064.5,739300.0,748930.0,749893.0,749989.3,2.0,25__2
KSPI,Business Services,Financial Transaction Services,31,15,3,48970.0,72327.0,77081.7,77557.17,77604.72,77609.47,0.0,15__0
KSS,Retail-Wholesale,Retail - Regional Department Stores,1990,35,2,29500.0,282193.4,759267.65,1239388.09,1241485.91,1241695.69,1.0,35__1
KTB,Consumer Discretionary,Textile - Apparel,24,15,3,14677.5,59309.5,71180.95,72368.1,72486.81,72498.68,0.0,15__0
KTOS,Aerospace,Aerospace - Defense Equipment,360,25,2,18432.85,32469.24,107116.47,132211.65,134721.16,134972.12,0.0,25__0
KULR,Computer and Technology,Electronics - Semiconductors,609,30,2,19168.8,37231.0,80816.5,88935.85,89747.78,89828.98,2.0,30__2
KURA,Medical,Medical - Biomedical and Genetics,19,15,3,16709.7,19335.54,19926.35,19985.44,19991.34,19991.93,0.0,15__0
KVUE,Consumer Staples,Consumer Products - Staples,486,25,2,47875.0,209062.5,262704.67,277710.67,279211.27,279361.33,2.0,25__2
KVYO,Computer and Technology,Internet - Software,212,25,2,20913.75,75111.0,99520.75,101752.08,101975.21,101997.52,0.0,25__0
KW,Finance,Real Estate - Operations,2,5,3,24675.75,25515.15,25704.02,25722.9,25724.79,25724.98,3.0,5__3
KWR,Basic Materials,Chemical - Specialty,5,5,3,5904.0,6220.8,6292.08,6299.21,6299.92,6299.99,0.0,5__0
KXIN,Auto-Tires-Trucks,Automotive - Foreign,2,5,3,21782.85,21878.97,21900.6,21902.76,21902.98,21903.0,3.0,5__3
KYMR,Medical,Medical - Biomedical and Genetics,21,15,3,7000.0,7416.0,7509.6,7518.96,7519.9,7519.99,0.0,15__0
KZIA,Medical,Medical - Biomedical and Genetics,1,0,3,3885.0,3885.0,3885.0,3885.0,3885.0,3885.0,2.0,0__2
L,Finance,Insurance - Multi line,14,10,3,5302.5,6004.5,6162.45,6178.24,6179.82,6179.98,0.0,10__0
LAC,Basic Materials,Mining - Miscellaneous,50,15,3,21000.0,50137.5,61713.75,62871.38,62987.14,62998.71,0.0,15__0
LAD,Retail-Wholesale,Automotive - Retail and Whole Sales,139,20,2,35541.0,100150.8,181675.86,190994.59,191926.46,192019.65,0.0,20__0
LAES,Computer and Technology,Electronics - Semiconductors,237,25,2,20000.0,33254.0,42437.7,43483.77,43588.38,43598.84,0.0,25__0
LAKE,Industrial Products,Security and Safety Services,7,10,3,12991.0,13598.2,13734.82,13748.48,13749.85,13749.98,0.0,10__0
LAMR,Finance,REIT and Equity Trust - Other,7,10,3,10870.0,11854.0,12075.4,12097.54,12099.75,12099.98,0.0,10__0
LANC,Consumer Staples,Food - Miscellaneous,10,10,3,12236.75,13887.35,14258.73,14295.87,14299.59,14299.96,0.0,10__0
LASE,Industrial Products,Manufacturing - General Industrial ,34,15,3,9327.0,13677.15,14908.21,15031.32,15043.63,15044.86,0.0,15__0
LASR,Computer and Technology,Electronics - Semiconductors,1,0,3,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,2.0,0__2
LAZ,Finance,Financial - Miscellaneous Services,33,15,3,20907.0,32600.4,32609.04,32609.9,32609.99,32610.0,0.0,15__0
LAZR,Auto-Tires-Trucks,Automotive - Original Equipment,337,25,2,16354.4,35268.48,272800.0,333280.0,339328.0,339932.8,0.0,25__0
LB,Oils-Energy,Oil and Gas - Integrated - United States,66,20,2,22600.0,46539.0,71073.9,73527.39,73772.74,73797.27,0.0,20__0
LBRDK,Consumer Discretionary,Cable Television,1,0,3,3220.0,3220.0,3220.0,3220.0,3220.0,3220.0,2.0,0__2
LBRT,Oils-Energy,Oil and Gas - Field Services,59,20,2,13789.0,19065.0,19456.5,19495.65,19499.57,19499.96,0.0,20__0
LBTYA,Utilities,Diversified Communication Services,23,15,3,16671.0,31581.0,35234.1,35599.41,35635.94,35639.59,0.0,15__0
LC,Finance,Financial - Miscellaneous Services,113,20,2,16372.8,34064.0,61506.8,64515.68,64816.57,64846.66,0.0,20__0
LCID,Auto-Tires-Trucks,Automotive - Domestic,858,30,2,14018.75,42088.4,519970.0,519970.0,519970.0,519970.0,2.0,30__2
