security,sector,industry,num_trades,trade_volume_bin,trade_volume_bin_rank,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value,cluster,final_cluster
VIST,Oils-Energy,Oil and Gas - Integrated - International,153,20,2,45690.0,125652.0,338344.8,369309.48,372405.95,372715.59,3.0,20__3
VITL,Consumer Staples,Food - Miscellaneous,156,20,2,27667.5,58654.25,268445.42,301920.54,305268.05,305602.81,3.0,20__3
VKTX,Medical,Medical - Biomedical and Genetics,8502,40,2,24896.5,59994.0,192986.0,828239.8,1288823.98,1334882.4,3.0,40__3
VLN,Computer and Technology,Electronics - Semiconductors,1,0,3,3240.0,3240.0,3240.0,3240.0,3240.0,3240.0,2.0,0__2
VLO,Oils-Energy,Oil and Gas - Refining and Marketing,2186,35,2,22839.75,73145.0,318881.95,650670.0,686067.0,689606.7,0.0,35__0
VLRS,Transportation,Transportation - Airline,1,0,3,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,2.0,0__2
VLTO,Business Services,Waste Removal Services,80,20,2,33188.55,56196.0,75819.6,77781.96,77978.2,77997.82,0.0,20__0
VLY,Finance,Banks - Northeast,24,15,3,45075.0,184600.5,220960.05,224596.01,224959.6,224995.96,0.0,15__0
VMC,Construction,Building Products - Concrete and Aggregates,99,20,2,35553.8,141610.0,168511.0,171201.1,171470.11,171497.01,0.0,20__0
VMEO,Business Services,Technology Services,6,10,3,6793.75,7278.75,7387.88,7398.79,7399.88,7399.99,0.0,10__0
VMI,Industrial Products,Steel - Pipe and Tube,23,15,3,25476.0,40798.0,44579.8,44957.98,44995.8,44999.58,0.0,15__0
VNDA,Medical,Medical - Biomedical and Genetics,3,5,3,6083.0,6312.6,6364.26,6369.43,6369.94,6369.99,0.0,5__0
VNET,Computer and Technology,Internet - Software,299,25,2,34302.0,75056.8,101387.22,102087.22,102157.22,102164.22,0.0,25__0
VNO,Finance,REIT and Equity Trust - Other,52,15,3,13515.0,43135.75,67313.57,69731.36,69973.14,69997.31,0.0,15__0
VNOM,Oils-Energy,Oil and Gas - Exploration and Production - United States,54,15,3,11718.0,44070.48,44826.05,44901.6,44909.16,44909.92,0.0,15__0
VNT,Business Services,Technology Services,7,10,3,18476.0,19695.2,19969.52,19996.95,19999.7,19999.97,0.0,10__0
VOD,Computer and Technology,Wireless Non-US ,141,20,2,22450.0,42805.0,517480.06,585894.41,592735.84,593419.98,3.0,20__3
VOYA,Finance,Insurance - Life Insurance,14,10,3,8719.25,8747.85,8754.29,8754.93,8754.99,8755.0,0.0,10__0
VPG,Computer and Technology,Electronics - Miscellaneous Components,34,15,3,16310.45,19642.71,20864.27,20986.43,20998.64,20999.86,0.0,15__0
VRA,Retail-Wholesale,Retail - Apparel and Shoes,4,5,3,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,5__0
VRAR,Business Services,Technology Services,11,10,3,4800.0,4960.0,4996.0,4999.6,4999.96,5000.0,0.0,10__0
VRDN,Medical,Medical - Biomedical and Genetics,61,20,2,18660.0,76036.0,106351.6,109383.16,109686.32,109716.63,0.0,20__0
VRNA,Medical,Medical - Biomedical and Genetics,1240,30,2,37596.25,135073.2,1239750.0,1275600.0,1275600.0,1275600.0,0.0,30__0
VRNS,Computer and Technology,Security,208,25,2,22337.5,189139.5,681556.01,705508.6,707903.86,708143.39,0.0,25__0
VRNT,Computer and Technology,Computer - Software,106,20,2,18506.75,69440.25,115213.0,119881.3,120348.13,120394.81,0.0,20__0
VRRM,Computer and Technology,Internet - Software,2,5,3,64500.0,66900.0,67440.0,67494.0,67499.4,67499.94,1.0,5__1
VRSK,Business Services,Business - Information Services,80,20,2,14883.25,84920.0,84920.0,84920.0,84920.0,84920.0,0.0,20__0
VRSN,Computer and Technology,Internet - Software and Services,295,25,2,30459.8,78468.54,247978.52,283016.85,286520.69,286871.07,0.0,25__0
VRT,Computer and Technology,Computers - IT Services,20920,45,1,29000.0,94006.61,432348.46,1699177.8,1980000.0,1980000.0,0.0,45__0
VRTX,Medical,Medical - Biomedical and Genetics,4330,35,2,23038.5,46956.8,224594.25,416212.18,469121.22,474412.12,0.0,35__0
VSAT,Computer and Technology,Wireless Equipment,168,20,2,14835.0,35461.6,123383.5,138338.35,139833.84,139983.38,0.0,20__0
VSCO,Retail-Wholesale,Retail - Apparel and Shoes,957,30,2,39680.0,116513.6,339150.0,371415.0,374641.5,374964.15,2.0,30__2
VSEC,Construction,Engineering - R and D Services,5,5,3,5216.0,5299.2,5317.92,5319.79,5319.98,5320.0,0.0,5__0
VSH,Computer and Technology,Semiconductor - Discretes,69,20,2,13078.0,146400.0,158640.0,159864.0,159986.4,159998.64,0.0,20__0
VST,Utilities,Utility - Electric Power,28376,45,1,33750.0,95602.5,416208.38,1165687.5,2900429.88,3299912.99,0.0,45__0
VSTM,Medical,Medical - Biomedical and Genetics,28,15,3,10364.0,13253.7,14150.37,14240.04,14249.0,14249.9,0.0,15__0
VSTS,Industrial Products,Uniform and Related,22,15,3,23503.45,38912.02,42491.3,42849.23,42885.02,42888.6,0.0,15__0
VTLE,Oils-Energy,Alternative Energy - Other,166,20,2,26220.0,42295.0,57927.5,58892.75,58989.28,58998.93,0.0,20__0
VTR,Finance,REIT and Equity Trust - Other,23,15,3,37402.5,55246.62,59380.66,59794.07,59835.41,59839.54,0.0,15__0
VTRS,Medical,Medical Services,45,15,3,51966.4,67413.12,76898.11,77846.61,77941.46,77950.95,0.0,15__0
VTS,Oils-Energy,Oil and Gas - Exploration and Production - United States,6,10,3,10350.0,11670.0,11967.0,11996.7,11999.67,11999.97,0.0,10__0
VTSI,Aerospace,Electronics - Military,6,10,3,9225.0,9845.0,9984.5,9998.45,9999.85,9999.98,0.0,10__0
VTYX,Medical,Medical - Biomedical and Genetics,6,10,3,11800.0,12280.0,12388.0,12398.8,12399.88,12399.99,0.0,10__0
VUZI,Computer and Technology,Computer - Peripheral Equipment,35,15,3,14956.5,59124.0,77912.4,79791.24,79979.12,79997.91,0.0,15__0
VVV,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,4,5,3,5925.0,5985.0,5998.5,5999.85,5999.99,6000.0,0.0,5__0
VVX,Business Services,Technology Services,2,5,3,3763.0,3792.6,3799.26,3799.93,3799.99,3800.0,0.0,5__0
VXRT,Medical,Medical - Drugs,2,5,3,4873.5,4910.7,4919.07,4919.91,4919.99,4920.0,0.0,5__0
VYGR,Medical,Medical - Biomedical and Genetics,5,5,3,13350.0,13470.0,13497.0,13499.7,13499.97,13500.0,0.0,5__0
VZ,Computer and Technology,Wireless National,3926,35,2,21225.75,59272.25,214957.0,329010.0,338901.0,339890.1,0.0,35__0
W,Retail-Wholesale,Internet - Commerce,4034,35,2,31166.4,161002.5,539205.44,788211.62,810251.16,812455.12,1.0,35__1
WAB,Transportation,Transportation - Equipment and Leasing,73,20,2,83280.0,242800.0,249280.0,249928.0,249992.8,249999.28,3.0,20__3
WAL,Finance,Banks - West,551,25,2,17350.0,34819.0,133477.5,148302.75,149785.28,149933.53,0.0,25__0
WAT,Medical,Medical - Instruments,208,25,2,43362.85,220149.0,452851.0,472785.1,474778.51,474977.85,2.0,25__2
WAY,Computer and Technology,Internet - Software,301,25,2,87500.0,356370.0,621543.0,691146.3,698106.63,698802.66,2.0,25__2
WB,Computer and Technology,Internet - Content,312,25,2,31736.2,65633.65,73445.0,74844.5,74984.45,74998.44,0.0,25__0
WBA,Retail-Wholesale,Retail - Pharmacies and Drug Stores,1677,30,2,20389.6,54422.4,143008.94,187544.24,195154.42,195915.44,2.0,30__2
WBD,Consumer Discretionary,Broadcast Radio and Television,849,30,2,25133.2,72519.0,1423284.0,2943578.4,3095607.84,3110810.78,1.0,30__1
WBS,Finance,Banks - Northeast,30,15,3,31231.2,101490.96,125601.1,128012.11,128253.21,128277.32,0.0,15__0
WCC,Computer and Technology,Electronics - Parts Distribution,528,25,2,20681.0,103178.0,565637.0,598363.7,601636.37,601963.64,0.0,25__0
WCN,Business Services,Waste Removal Services,38,15,3,103583.25,155580.0,177558.0,179755.8,179975.58,179997.56,0.0,15__0
WD,Finance,Financial - Mortgage & Related Services,1,0,3,3230.0,3230.0,3230.0,3230.0,3230.0,3230.0,2.0,0__2
WDAY,Computer and Technology,Internet - Software,7294,40,2,25563.6,72507.0,396238.5,1175883.25,1699338.33,1751683.83,0.0,40__0
WDC,Computer and Technology,Computer- Storage Devices,4074,35,2,27600.0,77953.14,418940.77,894263.35,971426.34,979142.63,1.0,35__1
WDFC,Consumer Staples,Consumer Products - Staples,84,20,2,11985.0,20072.5,45657.25,48215.72,48471.57,48497.16,0.0,20__0
WDS,Oils-Energy,Alternative Energy - Other,2,5,3,3741.5,3748.3,3749.83,3749.98,3750.0,3750.0,0.0,5__0
WEC,Utilities,Utility - Electric Power,80,20,2,20381.75,64076.65,64336.17,64362.12,64364.71,64364.97,0.0,20__0
WELL,Finance,REIT and Equity Trust - Other,169,20,2,18320.0,63812.0,117716.48,117737.65,117739.76,117739.98,0.0,20__0
WEN,Retail-Wholesale,Retail - Restaurants,70,20,2,34441.75,79300.0,97930.0,99793.0,99979.3,99997.93,0.0,20__0
WERN,Transportation,Transportation - Truck,20,15,3,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,0.0,15__0
WES,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,89,20,2,33024.0,81856.64,94110.46,95335.85,95458.38,95470.64,0.0,20__0
WEX,Business Services,Financial Transaction Services,129,20,2,40200.0,461100.0,573980.0,577148.0,577464.8,577496.48,1.0,20__1
WFC,Finance,Financial - Investment Bank,8115,40,2,24612.1,89602.1,693160.0,2685319.46,4084531.95,4224453.19,1.0,40__1
WFG,Construction,Building Products - Wood,31,15,3,8400.0,16380.0,19458.0,19765.8,19796.58,19799.66,0.0,15__0
WFRD,Oils-Energy,Oil and Gas - Field Services,94,20,2,191553.95,493578.2,599257.82,609825.78,610882.58,610988.26,1.0,20__1
WGO,Construction,Building Products - Mobile Homes and RV Builders,197,25,2,18868.0,44222.4,466233.9,549754.89,558106.99,558942.2,0.0,25__0
WGS,Medical,Medical Services,2337,35,2,30580.0,69910.0,425482.56,960864.0,1068086.4,1078808.64,1.0,35__1
WH,Consumer Discretionary,Hotels and Motels,2,5,3,8475.0,8495.0,8499.5,8499.95,8500.0,8500.0,0.0,5__0
WHD,Oils-Energy,Oil and Gas - Integrated - United States,1,0,3,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,2.0,0__2
WHR,Consumer Discretionary,Household Appliances,526,25,2,23887.5,161010.0,335062.5,357506.25,359750.63,359975.06,0.0,25__0
WIMI,Computer and Technology,Internet - Content,87,20,2,12000.0,28593.6,31875.36,32203.54,32236.35,32239.64,0.0,20__0
WING,Retail-Wholesale,Retail - Restaurants,1800,35,2,24702.5,83835.0,626191.68,1760855.33,1976085.53,1997608.55,2.0,35__2
WIX,Computer and Technology,Computers - IT Services,691,30,2,57731.5,194390.4,479885.38,561856.14,570053.21,570872.92,0.0,30__0
WK,Computer and Technology,Internet - Software,10,10,3,9662.5,11732.5,12198.25,12244.83,12249.48,12249.95,0.0,10__0
WKHS,Auto-Tires-Trucks,Automotive - Original Equipment,28,15,3,14752.75,17101.75,17460.18,17496.02,17499.6,17499.96,0.0,15__0
WKSP,Retail-Wholesale,Automotive - Retail and Whole Sales,1,0,3,4140.0,4140.0,4140.0,4140.0,4140.0,4140.0,2.0,0__2
WLDN,Business Services,Business - Services,3,5,3,5166.0,5353.2,5395.32,5399.53,5399.95,5400.0,0.0,5__0
WLK,Basic Materials,Chemical - Plastic,31,15,3,282120.0,467842.0,526934.2,532843.42,533434.34,533493.43,1.0,15__1
WLY,Consumer Staples,Publishing - Books,11,10,3,980000.0,996000.0,999600.0,999960.0,999996.0,999999.6,1.0,10__1
WM,Business Services,Waste Removal Services,691,30,2,22043.0,66151.5,99866.9,103586.69,103958.67,103995.87,2.0,30__2
WMB,Oils-Energy,Oil and Gas - Production and Pipelines,609,30,2,53502.0,132751.6,302272.0,311027.2,311902.72,311990.27,0.0,30__0
WMG,Consumer Discretionary,Film and Television Production and Distribution,14,10,3,12747.0,15669.4,16326.94,16392.69,16399.27,16399.93,0.0,10__0
WMS,Construction,Building Products - Miscellaneous,43,15,3,44617.5,179040.0,250104.0,257210.4,257921.04,257992.1,0.0,15__0
WMT,Retail-Wholesale,Retail - Supermarkets,19133,45,1,23400.0,68349.24,338185.99,1067519.75,1397820.87,1399782.09,1.0,45__1
WNC,Auto-Tires-Trucks,Automotive - Original Equipment,10,10,3,32115.0,48423.0,52092.3,52459.23,52495.92,52499.59,0.0,10__0
WNS,Business Services,Business - Services,100,20,2,75579.0,245650.4,440815.04,460331.5,462283.15,462478.32,3.0,20__3
WOLF,Computer and Technology,Semiconductor - Discretes,3636,35,2,33885.0,145060.0,421425.0,781332.79,815940.68,819401.47,1.0,35__1
WOOF,Retail-Wholesale,Retail - Miscellaneous,54,15,3,181750.0,250000.0,250000.0,250000.0,250000.0,250000.0,0.0,15__0
WOR,Construction,Building Products - Wood,18,15,3,9598.5,12719.7,13421.97,13492.2,13499.22,13499.92,0.0,15__0
WOW,Consumer Discretionary,Cable Television,1,0,3,3245.0,3245.0,3245.0,3245.0,3245.0,3245.0,2.0,0__2
WPC,Finance,REIT and Equity Trust - Other,16,10,3,16166.25,17705.25,18051.52,18086.15,18089.62,18089.96,0.0,10__0
WPM,Basic Materials,Mining - Miscellaneous,408,25,2,19000.0,30205.7,100588.26,100951.63,100987.96,100991.6,0.0,25__0
WPP,Business Services,Advertising and Marketing,3,5,3,3810.0,3822.0,3824.7,3824.97,3825.0,3825.0,0.0,5__0
WRAP,Industrial Products,Security and Safety Services,1,0,3,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2.0,0__2
WRB,Finance,Insurance - Property and Casualty,29,15,3,12650.0,13650.0,13965.0,13996.5,13999.65,13999.97,0.0,15__0
WRBY,Consumer Staples,Consumer Products - Staples,45,15,3,74721.0,229796.8,337223.68,347966.37,349040.64,349148.06,0.0,15__0
WRD,Auto-Tires-Trucks,Automotive - Original Equipment,411,25,2,19687.5,29817.7,49322.9,54234.29,54725.43,54774.54,0.0,25__0
WS,Basic Materials,Steel - Speciality,6,10,3,6472.5,6910.5,7009.05,7018.91,7019.89,7019.99,0.0,10__0
WSC,Finance,Real Estate - Operations,221,25,2,27500.0,148800.0,513206.8,596774.68,605131.47,605967.15,0.0,25__0
WSM,Retail-Wholesale,Retail - Home Furnishings,2425,35,2,25200.0,128560.0,356383.27,470912.0,497091.2,499709.12,0.0,35__0
WSO,Construction,Building Products - Air Conditioner and Heating,113,20,2,42600.0,85380.0,91545.12,91720.51,91738.05,91739.81,0.0,20__0
WST,Medical,Medical - Dental Supplies,393,25,2,24700.0,99912.0,577417.6,625821.76,630662.18,631146.22,0.0,25__0
WT,Finance,Financial - Miscellaneous Services,4,5,3,10270.0,11014.0,11181.4,11198.14,11199.81,11199.98,0.0,5__0
WTFC,Finance,Banks - Midwest,1,0,3,5850.0,5850.0,5850.0,5850.0,5850.0,5850.0,2.0,0__2
WTS,Computer and Technology,Instruments - Control,1,0,3,4650.0,4650.0,4650.0,4650.0,4650.0,4650.0,2.0,0__2
WTW,Finance,Insurance - Brokerage,256,25,2,35861.5,163253.95,239328.2,259067.72,261041.67,261239.07,0.0,25__0
WU,Business Services,Financial Transaction Services,40,15,3,24087.25,43689.8,49368.98,49936.9,49993.69,49999.37,0.0,15__0
WULF,Finance,Financial - Miscellaneous Services,2633,35,2,31052.4,90000.0,257360.0,345576.0,362157.6,363815.76,0.0,35__0
WVE,Medical,Medical - Biomedical and Genetics,127,20,2,14982.0,67452.8,90063.06,91842.31,92020.23,92038.02,0.0,20__0
WWD,Aerospace,Aerospace - Defense Equipment,223,25,2,38988.0,62205.0,140020.0,158002.0,159800.2,159980.02,0.0,25__0
WWW,Consumer Discretionary,Shoes and Retail Apparel ,128,20,2,79048.0,180484.8,286253.52,298625.35,299862.54,299986.25,3.0,20__3
WY,Construction,Building Products - Wood,43,15,3,10436.0,26597.0,36859.7,37885.97,37988.6,37998.86,0.0,15__0
WYNN,Consumer Discretionary,Gaming,4077,35,2,29000.0,86800.0,332632.0,891986.0,989198.6,998919.86,1.0,35__1
X,Basic Materials,Steel - Producers,16892,40,2,30438.45,240000.0,1487303.0,5468879.59,10527888.37,11331688.84,4.0,40__4
XEL,Utilities,Utility - Electric Power,73,20,2,13842.0,19391.2,20875.12,21023.51,21038.35,21039.84,0.0,20__0
XENE,Medical,Medical - Biomedical and Genetics,28,15,3,192500.0,414400.0,482440.0,489244.0,489924.4,489992.44,1.0,15__1
XERS,Medical,Medical - Drugs,2,5,3,5165.0,5193.0,5199.3,5199.93,5199.99,5200.0,0.0,5__0
XFOR,Medical,Medical - Biomedical and Genetics,8,10,3,6945.75,7353.15,7444.82,7453.98,7454.9,7454.99,0.0,10__0
XIFR,Oils-Energy,Energy and Pipeline - Master Limited Partnerships,12,10,3,11535.0,11667.0,11696.7,11699.67,11699.97,11700.0,0.0,10__0
XMTR,Industrial Products,Manufacturing - General Industrial ,60,20,2,28070.0,37305.0,42880.5,43438.05,43493.81,43499.38,0.0,20__0
XNET,Computer and Technology,Internet - Services,58,20,2,25419.25,32733.45,34741.84,34942.68,34962.77,34964.78,0.0,20__0
XOM,Oils-Energy,Oil and Gas - Integrated - International,13452,40,2,24752.45,78446.03,283109.32,483492.08,545854.37,552195.44,0.0,40__0
XP,Finance,Financial - Miscellaneous Services,346,25,2,122558.75,214808.0,1328465.4,1806846.54,1854684.65,1859468.47,2.0,25__2
XPEL,Auto-Tires-Trucks,Automotive - Original Equipment,6,10,3,13860.0,13860.0,13860.0,13860.0,13860.0,13860.0,0.0,10__0
XPER,Business Services,Technology Services,1,0,3,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,1.0,0__1
XPEV,Auto-Tires-Trucks,Automotive - Foreign,3720,35,2,24000.0,63502.32,313119.0,1052628.4,1174462.84,1186646.28,0.0,35__0
XPO,Transportation,Transportation - Truck,1061,30,2,30720.0,104256.0,324277.12,399178.99,407057.6,407845.46,2.0,30__2
XPOF,Consumer Discretionary,Leisure and Recreation Services,18,15,3,33517.1,92265.02,105483.3,106805.13,106937.31,106950.53,0.0,15__0
XPRO,Oils-Energy,Oil and Gas - Production and Pipelines,1,0,3,4260.0,4260.0,4260.0,4260.0,4260.0,4260.0,2.0,0__2
XRAY,Medical,Medical - Dental Supplies,21,15,3,10600.0,14120.0,14912.0,14991.2,14999.12,14999.91,0.0,15__0
XRX,Industrial Products,Office Supplies,54,15,3,12279.5,24547.55,25103.26,25158.83,25164.38,25164.94,0.0,15__0
XXII,Consumer Staples,Tobacco,1,0,3,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,2.0,0__2
XYL,Business Services,Waste Removal Services,53,15,3,53478.0,64816.8,66178.68,66314.87,66328.49,66329.85,0.0,15__0
XYZ,Computer and Technology,Internet - Software,8119,40,2,29867.5,135547.08,554088.36,2108062.22,3538020.72,3681016.57,1.0,40__1
YALA,Computer and Technology,Internet - Software,2,5,3,3990.0,3998.0,3999.8,3999.98,4000.0,4000.0,0.0,5__0
YELP,Computer and Technology,Internet - Content,52,15,3,10455.5,20787.4,24578.74,24957.87,24995.79,24999.58,0.0,15__0
YETI,Consumer Discretionary,Leisure and Recreation Products,201,25,2,34800.0,212995.0,345484.0,363489.4,365289.94,365469.99,2.0,25__2
YEXT,Business Services,Technology Services,36,15,3,97831.25,139963.75,148996.38,149899.64,149989.96,149999.0,0.0,15__0
YMAB,Medical,Medical - Biomedical and Genetics,1,0,3,3069.0,3069.0,3069.0,3069.0,3069.0,3069.0,2.0,0__2
YMM,Business Services,Technology Services,81,20,2,35000.0,57600.0,93960.0,97596.0,97959.6,97995.96,0.0,20__0
YOU,Computer and Technology,Internet - Software,266,25,2,24711.25,85437.5,236928.75,276817.88,280806.79,281205.68,0.0,25__0
YPF,Oils-Energy,Oil and Gas - Integrated - International,298,25,2,21218.0,57808.5,251753.45,317549.35,324128.93,324786.89,0.0,25__0
YRD,Computer and Technology,Internet - Services,16,10,3,20932.5,35050.5,38227.05,38544.71,38576.47,38579.65,0.0,10__0
YSG,Consumer Staples,Consumer Products - Staples,1,0,3,3150.0,3150.0,3150.0,3150.0,3150.0,3150.0,2.0,0__2
YUM,Retail-Wholesale,Retail - Restaurants,323,25,2,22980.5,73984.0,257550.0,322755.0,329275.5,329927.55,0.0,25__0
YUMC,Retail-Wholesale,Retail - Restaurants,331,25,2,27847.5,90750.0,223900.0,274390.0,279439.0,279943.9,0.0,25__0
Z,Computer and Technology,Internet - Services,2070,35,2,19000.0,46957.97,129360.91,162468.9,166006.89,166360.69,0.0,35__0
ZBH,Medical,Medical - Products,98,20,2,39394.5,196728.16,366676.82,383671.68,385371.17,385541.12,3.0,20__3
ZBRA,Industrial Products,Manufacturing - Thermal Products,244,25,2,26067.5,49570.0,75084.0,77708.4,77970.84,77997.08,0.0,25__0
ZD,Computer and Technology,Internet - Software,15,10,3,13875.0,15947.0,16413.2,16459.82,16464.48,16464.95,0.0,10__0
ZDGE,Computer and Technology,Internet - Content,2,5,3,8723.25,8944.65,8994.47,8999.45,8999.94,8999.99,0.0,5__0
ZENA,Business Services,Technology Services,15,10,3,34821.0,53172.2,57301.22,57714.12,57755.41,57759.54,0.0,10__0
ZETA,Business Services,Technology Services,2085,35,2,29249.6,105800.0,641760.0,717185.0,724218.5,724921.85,1.0,35__1
ZEUS,Basic Materials,Steel - Producers,1,0,3,3375.0,3375.0,3375.0,3375.0,3375.0,3375.0,2.0,0__2
ZG,Finance,Financial - Mortgage & Related Services,54,15,3,14087.25,25760.0,29576.0,29957.6,29995.76,29999.58,0.0,15__0
ZH,Computer and Technology,Internet - Content,85,20,2,10840.0,32323.2,42544.32,43566.43,43668.64,43678.86,0.0,20__0
ZIM,Transportation,Transportation - Shipping,3221,35,2,22600.0,48750.0,220396.8,389456.05,416945.6,419694.56,0.0,35__0
ZIMV,Medical,Medical - Products,2,5,3,19200.0,19840.0,19984.0,19998.4,19999.84,19999.98,3.0,5__3
ZION,Finance,Banks - West,208,25,2,30939.75,47116.39,78581.39,83771.34,84290.33,84342.23,0.0,25__0
ZIP,Business Services,Business - Services,1,0,3,22425.0,22425.0,22425.0,22425.0,22425.0,22425.0,1.0,0__1
ZK,Auto-Tires-Trucks,Automotive - Foreign,306,25,2,39371.25,78681.5,128036.5,130973.65,131267.37,131296.74,0.0,25__0
ZLAB,Medical,Medical - Biomedical and Genetics,29,15,3,19520.0,28976.0,30437.6,30583.76,30598.38,30599.84,0.0,15__0
ZM,Computer and Technology,Internet - Software,5144,35,2,24592.8,58617.74,359471.49,685568.25,788556.83,798855.68,0.0,35__0
ZNTL,Medical,Medical - Biomedical and Genetics,19,15,3,9256.0,9299.2,9308.92,9309.89,9309.99,9310.0,0.0,15__0
ZS,Computer and Technology,Security,14715,40,2,23205.3,51688.1,183999.42,795051.4,1353048.54,1417804.85,3.0,40__3
ZTO,Transportation,Transportation - Services,80,20,2,29974.5,82473.3,88680.33,89301.03,89363.1,89369.31,0.0,20__0
ZTS,Medical,Medical - Drugs,1142,30,2,26994.0,219271.6,849403.0,1119635.95,1147413.6,1150191.36,0.0,30__0
ZUMZ,Retail-Wholesale,Retail - Apparel and Shoes,5,5,3,17950.0,20590.0,21184.0,21243.4,21249.34,21249.93,3.0,5__3
ZVIA,Consumer Staples,Beverages - Soft drinks,5,5,3,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,0.0,5__0
