security,sector,industry,num_trades,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value,trade_volume_bin,cluster,final_cluster,trade_volume_bin_rank
ARCC,Finance,Financial - SBIC & Commercial Industry,78,29750.0,100950.0,128450.0,138845.0,139884.5,139988.45,139998.84,20,0.0,20__0,10
ARCT,Medical,Medical - Biomedical and Genetics,31,9000.0,10250.0,18364.0,21204.4,21488.44,21516.84,21519.68,15,0.0,15__0,11
ARDT,Medical,Medical Services,6,30855.0,32332.5,33514.5,33780.45,33807.05,33809.7,33809.97,10,0.0,10__0,12
ARDX,Medical,Medical - Drugs,72,11319.0,14901.0,25441.96,26415.8,26513.18,26522.92,26523.89,20,0.0,20__0,10
ARE,Finance,REIT and Equity Trust - Other,106,16260.0,39611.25,88562.5,94698.75,95194.88,95244.49,95249.45,20,0.0,20__0,10
AREN,Business Services,Technology Services,1,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,0,2.0,0__2,14
ARES,Finance,Financial - Investment Management,276,20142.0,45855.0,145172.75,174717.8,179471.78,179947.18,179994.72,25,0.0,25__0,9
ARGX,Medical,Medical - Biomedical and Genetics,669,14292.0,19500.0,53144.0,670944.0,1147094.4,1194709.44,1199470.94,30,0.0,30__0,8
ARHS,Retail-Wholesale,Retail - Miscellaneous,11,10000.0,11237.5,12227.5,12450.25,12472.53,12474.75,12474.98,10,0.0,10__0,12
ARIS,Business Services,Waste Removal Services,2,3853.5,3884.25,3908.85,3914.39,3914.94,3914.99,3915.0,5,0.0,5__0,13
ARLO,Computer and Technology,Internet - Software,4,4489.5,4494.75,4498.95,4499.89,4499.99,4500.0,4500.0,5,0.0,5__0,13
ARLP,Oils-Energy,Coal,18,6355.5,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,15,0.0,15__0,11
ARM,Computer and Technology,Electronics - Semiconductors,40636,15403.5,23300.0,57407.75,180906.66,709982.67,798057.1,817805.71,45,1.0,45__1,5
ARMK,Business Services,Business - Services,36,11830.0,12856.5,24195.6,29684.16,30233.02,30287.9,30293.39,15,0.0,15__0,11
AROC,Oils-Energy,Oil and Gas - Field Services,1,5915.0,5915.0,5915.0,5915.0,5915.0,5915.0,5915.0,0,2.0,0__2,14
ARQQ,Computer and Technology,Internet - Software,201,10260.0,15264.0,38610.0,48188.0,50030.3,50214.53,50232.95,25,0.0,25__0,9
ARQT,Medical,Medical - Biomedical and Genetics,127,75000.0,102825.0,284700.0,320905.0,324590.5,324959.05,324995.9,20,2.0,20__2,10
ARR,Finance,REIT and Equity Trust,33,16294.0,20888.8,28359.2,29781.92,29924.19,29938.42,29939.84,15,0.0,15__0,11
ARRY,Oils-Energy,Solar,121,10710.0,16650.0,42944.0,85156.8,89731.68,90189.17,90234.92,20,0.0,20__0,10
ARVN,Medical,Medical - Biomedical and Genetics,338,66500.0,148950.0,333533.0,495560.61,502679.06,503390.91,503462.09,25,2.0,25__2,9
ARW,Computer and Technology,Electronics - Parts Distribution,7,24850.0,24925.0,24985.0,24998.5,24999.85,24999.98,25000.0,10,0.0,10__0,12
ARWR,Medical,Medical - Biomedical and Genetics,37,15684.0,20500.0,42871.2,53184.12,54215.41,54318.54,54328.85,15,0.0,15__0,11
AS,Consumer Discretionary,Leisure and Recreation Products,123,20108.0,47250.0,173075.0,204347.15,208017.22,208384.22,208420.92,20,0.0,20__0,10
ASAN,Computer and Technology,Internet - Software,572,11990.4,14544.0,42664.5,110283.45,118021.25,118795.02,118872.4,30,2.0,30__2,8
ASB,Finance,Banks - Midwest,1,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0,0,0.0,0__0,14
ASC,Transportation,Transportation - Shipping,10,4517.6,4758.8,4951.76,4995.18,4999.52,4999.95,5000.0,10,0.0,10__0,12
ASGN,Computer and Technology,Computers - IT Services,11,22500.0,26250.0,29250.0,29925.0,29992.5,29999.25,29999.93,10,0.0,10__0,12
ASH,Basic Materials,Chemical - Specialty,20,40750.7,70600.0,110120.0,119012.0,119901.2,119990.12,119999.01,15,0.0,15__0,11
ASLE,Aerospace,Aerospace - Defense Equipment,5,6978.0,7129.0,7249.8,7276.98,7279.7,7279.97,7280.0,5,0.0,5__0,13
ASML,Computer and Technology,Semiconductor Equipment - Wafer Fabrication,46064,17507.0,27000.0,64074.0,199637.78,481574.8,754939.83,835597.98,45,1.0,45__1,5
ASND,Medical,Medical - Biomedical and Genetics,120,32370.8,57064.5,141383.5,558828.43,609382.84,614438.28,614943.83,20,1.0,20__1,10
ASO,Consumer Discretionary,Leisure and Recreation Products,554,19967.0,40044.8,140317.04,314334.72,357017.47,361285.75,361712.57,25,0.0,25__0,9
ASPI,Basic Materials,Chemical - Diversified ,309,10612.8,14410.0,29720.0,69740.9,74474.09,74947.41,74994.74,25,0.0,25__0,9
ASPN,Construction,Building Products - Miscellaneous,268,10000.0,14555.25,47325.0,198401.57,244372.16,248969.22,249428.92,25,0.0,25__0,9
ASST,Business Services,Technology Services,14,5998.5,8343.75,11268.75,11926.88,11992.69,11999.27,11999.93,10,0.0,10__0,12
ASTH,Medical,Medical - Outpatient and Home Healthcare,23,373171.0,891248.0,1358166.0,1464234.6,1474841.46,1475902.15,1476008.21,15,2.0,15__2,11
ASTL,Basic Materials,Steel - Producers,22,46932.0,57562.0,202956.6,237645.66,241114.57,241461.46,241496.15,15,0.0,15__0,11
ASTS,Computer and Technology,Wireless Equipment,20181,15300.0,23100.0,56004.8,169816.0,473061.22,556253.58,569735.96,45,1.0,45__1,5
ASUR,Computer and Technology,Internet - Delivery Services,2,5238.0,5319.0,5383.8,5398.38,5399.84,5399.98,5400.0,5,0.0,5__0,13
ATAI,Medical,Medical - Outpatient and Home Healthcare,19,22533.6,36868.2,65669.64,72149.96,72798.0,72862.8,72869.28,15,0.0,15__0,11
ATAT,Consumer Discretionary,Leisure and Recreation Services,33,17693.4,31630.0,76527.2,87518.72,88617.87,88727.79,88738.78,15,0.0,15__0,11
ATEC,Medical,Medical - Instruments,70,39000.0,55975.0,165901.5,181830.15,183423.01,183582.3,183598.23,20,1.0,20__1,10
ATEN,Computer and Technology,Communication - Network Software,1,7227.0,7227.0,7227.0,7227.0,7227.0,7227.0,7227.0,0,2.0,0__2,14
ATEX,Computer and Technology,Communication - Infrastructure,1,6250.0,6250.0,6250.0,6250.0,6250.0,6250.0,6250.0,0,2.0,0__2,14
ATGE,Consumer Discretionary,Schools,103,24200.0,76620.0,438645.0,511628.04,518694.8,519401.48,519472.15,20,1.0,20__1,10
ATHA,Medical,Medical - Biomedical and Genetics,11,5625.0,10282.5,14008.5,14846.85,14930.69,14939.07,14939.91,10,0.0,10__0,12
ATHM,Computer and Technology,Internet - Services,10,10001.0,10005.5,10009.1,10009.91,10009.99,10010.0,10010.0,10,0.0,10__0,12
ATI,Basic Materials,Steel - Speciality,130,10510.0,16644.0,35130.0,387884.0,434788.4,439478.84,439947.88,20,1.0,20__1,10
ATKR,Industrial Products,Wire and Cable Products,89,30230.0,44946.0,122800.0,124780.0,124978.0,124997.8,124999.78,20,0.0,20__0,10
ATLX,Basic Materials,Mining - Miscellaneous,8,7880.0,8860.0,9644.0,9820.4,9838.04,9839.8,9839.98,10,0.0,10__0,12
ATMU,Industrial Products,Pollution Control,9,11980.0,14740.0,16948.0,17444.8,17494.48,17499.45,17499.94,10,0.0,10__0,12
ATO,Utilities,Utility - Gas Distribution,52,10735.0,18793.25,148590.42,149202.04,149263.2,149269.32,149269.93,15,0.0,15__0,11
ATOM,Computer and Technology,Electronics - Semiconductors,119,10805.6,15360.5,19820.0,43373.0,46187.3,46468.73,46496.87,20,0.0,20__0,10
ATR,Industrial Products,Containers - Paper and Packaging,9,174500.0,203500.0,226700.0,231920.0,232442.0,232494.2,232499.42,10,3.0,10__3,12
ATRC,Medical,Medical - Products,1,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,0,2.0,0__2,14
ATUS,Computer and Technology,Communication - Components,2,4267.5,4296.25,4319.25,4324.43,4324.94,4324.99,4325.0,5,0.0,5__0,13
ATXS,Medical,Medical - Biomedical and Genetics,1,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0,0,2.0,0__2,14
ATYR,Medical,Medical - Biomedical and Genetics,8,13062.5,14331.25,15346.25,15574.63,15597.46,15599.75,15599.97,10,0.0,10__0,12
AU,Basic Materials,Mining - Gold,266,21855.0,36187.5,100803.25,183330.0,201933.0,203793.3,203979.33,25,0.0,25__0,9
AUPH,Medical,Medical - Drugs,28,10545.0,11852.5,12500.0,12500.0,12500.0,12500.0,12500.0,15,0.0,15__0,11
AUR,Business Services,Technology Services,601,13500.0,19305.0,55000.0,196264.4,332971.34,346642.03,348009.1,30,2.0,30__2,8
AURA,Medical,Medical - Biomedical and Genetics,6,8557.5,9528.75,10305.75,10480.58,10498.06,10499.81,10499.98,10,0.0,10__0,12
AUTL,Medical,Medical - Biomedical and Genetics,4,7713.0,7891.5,8034.3,8066.43,8069.64,8069.96,8070.0,5,0.0,5__0,13
AVA,Utilities,Utility - Electric Power,1,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,0,2.0,0__2,14
AVAV,Aerospace,Aerospace - Defense Equipment,758,12288.0,17983.0,52150.0,109822.5,114932.25,115443.23,115494.32,30,2.0,30__2,8
AVB,Finance,REIT and Equity Trust - Residential,17,11652.0,13380.0,13956.0,14085.6,14098.56,14099.86,14099.99,10,0.0,10__0,12
AVDL,Medical,Medical - Drugs,104,10396.2,18709.5,27489.0,69433.62,73768.36,74201.84,74245.18,20,0.0,20__0,10
AVGO,Computer and Technology,Electronics - Semiconductors,209395,17250.0,26937.0,70953.0,230858.16,750818.1,1870114.92,3897664.22,55,0.0,55__0,3
AVNS,Medical,Medical - Instruments,3,6380.0,6440.0,6488.0,6498.8,6499.88,6499.99,6500.0,5,0.0,5__0,13
AVNW,Computer and Technology,Wireless Equipment,1,4130.0,4130.0,4130.0,4130.0,4130.0,4130.0,4130.0,0,2.0,0__2,14
AVO,Consumer Staples,Agriculture - Operations,2,7125.0,7312.5,7462.5,7496.25,7499.63,7499.96,7500.0,5,0.0,5__0,13
AVPT,Computer and Technology,Internet - Software,58,12000.0,21179.0,203000.0,254300.0,259430.0,259943.0,259994.3,20,1.0,20__1,10
AVT,Computer and Technology,Electronics - Parts Distribution,4,4695.8,4759.4,4810.28,4821.73,4822.87,4822.99,4823.0,5,0.0,5__0,13
AVTR,Medical,Medical Services,196,20405.0,66730.0,242484.0,405362.48,427351.75,429550.67,429770.57,25,2.0,25__2,9
AVXL,Medical,Medical - Biomedical and Genetics,137,10312.0,15392.0,40356.4,190447.6,210294.76,212279.48,212477.95,20,0.0,20__0,10
AVY,Industrial Products,Containers - Paper and Packaging,26,8109.0,12438.0,16740.0,17658.0,17749.8,17758.98,17759.9,15,0.0,15__0,11
AWI,Construction,Building Products - Miscellaneous,18,15402.0,25976.0,29675.2,30507.52,30590.75,30599.08,30599.91,15,0.0,15__0,11
AWK,Utilities,Utility - Water Supply,55,8866.8,12210.0,26254.08,32692.61,33336.46,33400.85,33407.28,15,0.0,15__0,11
AWR,Utilities,Utility - Water Supply,8,12700.0,16200.0,19000.0,19630.0,19693.0,19699.3,19699.93,10,0.0,10__0,12
AX,Finance,Financial - Miscellaneous Services,45,12873.0,18704.0,22428.0,22942.8,22994.28,22999.43,22999.94,15,0.0,15__0,11
AXGN,Medical,Medical - Instruments,11,9320.0,10460.0,11372.0,11577.2,11597.72,11599.77,11599.98,10,0.0,10__0,12
AXL,Auto-Tires-Trucks,Automotive - Original Equipment,6,45000.0,62500.0,76500.0,79650.0,79965.0,79996.5,79999.65,10,0.0,10__0,12
AXON,Aerospace,Aerospace - Defense Equipment,5505,21057.6,33984.0,84790.08,208680.0,398941.28,406644.13,407414.41,35,2.0,35__2,7
AXP,Finance,Financial - Miscellaneous Services,9225,15367.0,25045.0,62740.8,276088.0,711171.46,1151621.15,1195666.11,40,0.0,40__0,6
AXS,Finance,Insurance - Property and Casualty,4,4663.0,4849.0,4997.8,5031.28,5034.63,5034.96,5035.0,5,0.0,5__0,13
AXSM,Medical,Medical - Biomedical and Genetics,984,19410.0,33394.0,219180.0,733910.0,937391.0,957739.1,959773.91,30,0.0,30__0,8
AXTA,Basic Materials,Chemical - Specialty,15,9450.0,11350.0,13870.0,14437.0,14493.7,14499.37,14499.94,10,0.0,10__0,12
AXTI,Computer and Technology,Electronics - Semiconductors,1,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,0,2.0,0__2,14
AYI,Business Services,Technology Services,216,15960.0,27417.5,587422.5,872340.0,872340.0,872340.0,872340.0,25,2.0,25__2,9
AZ,Computer and Technology,Internet - Software,6,9750.0,10125.0,10425.0,10492.5,10499.25,10499.93,10499.99,10,0.0,10__0,12
AZEK,Construction,Building Products - Air Conditioner and Heating,66,21424.0,53125.0,110500.0,128050.0,129805.0,129980.5,129998.05,20,0.0,20__0,10
AZN,Medical,Medical - Biomedical and Genetics,1265,15562.8,42528.0,151440.0,646288.0,787255.49,802329.15,803836.51,30,0.0,30__0,8
AZO,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,4447,12620.0,19230.5,62239.2,170771.09,281418.8,290221.88,291102.19,35,0.0,35__0,7
AZTA,Medical,Medical Info Systems,8,86865.5,173432.75,242686.55,258268.66,259826.87,259982.69,259998.27,10,3.0,10__3,12
AZZ,Industrial Products,Manufacturing - Electronics,35,8000.0,9029.1,11894.2,12772.42,12860.24,12869.02,12869.9,15,0.0,15__0,11
B,Basic Materials,Mining - Gold,140,13452.9,18644.7,26352.81,27347.1,27484.71,27498.47,27499.85,20,0.0,20__0,10
BA,Aerospace,Aerospace - Defense,67366,15098.0,23048.0,57000.0,211398.15,774151.86,996793.41,1063579.34,50,3.0,50__3,4
BABA,Retail-Wholesale,Internet - Commerce,137153,19530.0,30710.6,85623.04,338772.0,1047858.53,1575167.04,2056349.38,50,4.0,50__4,4
BAC,Finance,Financial - Investment Bank,13151,15631.0,25620.5,65570.0,240000.0,832643.05,1121324.76,1150939.48,40,0.0,40__0,6
BAH,Business Services,Consulting Services,743,15924.0,26952.0,130010.0,378965.16,465792.52,474475.25,475343.53,30,2.0,30__2,8
BALL,Industrial Products,Containers - Metal and Glass,46,18159.0,56570.0,242881.5,263913.15,266016.32,266226.63,266247.66,15,0.0,15__0,11
BAM,Finance,Financial - Miscellaneous Services,287,9012.0,11928.0,112345.2,182406.3,196035.63,197398.56,197534.86,25,0.0,25__0,9
BANC,Finance,Banks - Southwest,13,10359.0,20261.6,31615.52,34170.15,34425.62,34451.16,34453.72,10,0.0,10__0,12
BAND,Computer and Technology,Communication - Infrastructure,19,5280.0,6646.0,14177.2,15871.72,16041.17,16058.12,16059.81,15,0.0,15__0,11
BAP,Finance,Banks - Foreign,3,4468.0,4489.0,4505.8,4509.58,4509.96,4510.0,4510.0,5,0.0,5__0,13
BARK,Consumer Discretionary,Consumer Services - Miscellaneous,1,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0,2.0,0__2,14
BASE,Computer and Technology,Internet - Software,46,8722.5,10507.5,13043.25,13778.32,13851.83,13859.18,13859.92,15,0.0,15__0,11
BATRK,Consumer Discretionary,Media Conglomerates,1,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,0,2.0,0__2,14
BAX,Medical,Medical - Products,336,20000.0,38166.25,133000.0,257238.8,291223.88,294622.39,294962.24,25,0.0,25__0,9
BB,Computer and Technology,Internet - Software,278,10150.0,13360.95,28859.18,139106.68,143597.07,144046.11,144091.01,25,0.0,25__0,9
BBAI,Computer and Technology,Computers - IT Services,2835,13048.8,19960.0,48467.8,102896.54,168576.97,183357.7,184835.77,35,0.0,35__0,7
BBAR,Finance,Banks - Foreign,17,8414.0,12229.0,23361.8,25866.68,26117.17,26142.22,26144.72,10,0.0,10__0,12
BBIO,Medical,Medical - Generic Drugs,484,17425.0,27510.0,97389.83,175850.0,197585.0,199758.5,199975.85,25,0.0,25__0,9
BBVA,Finance,Banks - Foreign,33,17500.0,35154.0,42358.4,45311.84,45607.18,45636.72,45639.67,15,0.0,15__0,11
BBW,Retail-Wholesale,Retail - Miscellaneous,58,23702.0,26029.05,127199.2,237719.92,248771.99,249877.2,249987.72,20,0.0,20__0,10
BBWI,Retail-Wholesale,Retail - Miscellaneous,609,18821.0,41422.4,196958.56,392634.0,438188.4,442743.84,443199.38,30,0.0,30__0,8
BBY,Retail-Wholesale,Retail - Consumer Electronics,2921,15760.0,26200.0,102200.4,254309.48,961619.36,1151632.44,1170633.74,35,2.0,35__2,7
BC,Consumer Discretionary,Leisure and Recreation Products,35,30540.0,39750.0,79845.0,98434.5,100293.45,100479.34,100497.93,15,0.0,15__0,11
BCAB,Medical,Medical - Biomedical and Genetics,7,5982.0,6028.5,6065.7,6074.07,6074.91,6074.99,6075.0,10,0.0,10__0,12
BCAX,Medical,Medical - Biomedical and Genetics,2,3885.0,3917.5,3943.5,3949.35,3949.94,3949.99,3950.0,5,0.0,5__0,13
BCC,Construction,Building Products - Wood,7,4740.0,4920.0,5064.0,5096.4,5099.64,5099.96,5100.0,10,0.0,10__0,12
BCE,Utilities,Diversified Communication Services,62,15000.0,36795.75,166558.8,210983.88,215426.39,215870.64,215915.06,20,0.0,20__0,10
BCO,Business Services,Outsourcing,46,7260.0,8675.0,10680.75,11274.07,11333.41,11339.34,11339.93,15,0.0,15__0,11
BCPC,Basic Materials,Chemical - Specialty,1,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,0,2.0,0__2,14
BCRX,Medical,Medical - Drugs,24,7764.2,9691.9,15813.5,17376.35,17532.64,17548.26,17549.83,15,0.0,15__0,11
BCS,Finance,Banks - Foreign,53,20732.0,31224.0,101448.96,154029.7,159287.77,159813.58,159866.16,15,0.0,15__0,11
BCYC,Medical,Medical - Biomedical and Genetics,17,39848.0,53726.0,65265.2,67861.52,68121.15,68147.12,68149.71,10,0.0,10__0,12
BDC,Industrial Products,Wire and Cable Products,18,8790.0,9090.0,9498.0,9589.8,9598.98,9599.9,9599.99,15,0.0,15__0,11
BDSX,Medical,Medical Services,7,9960.0,10680.0,11256.0,11385.6,11398.56,11399.86,11399.99,10,0.0,10__0,12
BDTX,Medical,Medical - Biomedical and Genetics,39,10324.4,18190.0,50888.0,58548.8,59314.88,59391.49,59399.15,15,0.0,15__0,11
BDX,Medical,Medical - Dental Supplies,574,14204.0,30476.0,243734.9,619812.54,801349.25,819502.93,821318.29,30,0.0,30__0,8
BE,Oils-Energy,Alternative Energy - Other,2429,13400.0,19688.0,58190.76,254662.68,517735.42,567977.54,573001.75,35,0.0,35__0,7
BEAM,Medical,Medical - Biomedical and Genetics,125,11350.0,15160.0,30019.2,33963.6,34086.36,34098.64,34099.86,20,0.0,20__0,10
BEEM,Auto-Tires-Trucks,Automotive - Original Equipment,5,4470.0,4710.0,4902.0,4945.2,4949.52,4949.95,4950.0,5,0.0,5__0,13
BEKE,Computer and Technology,Internet - Services,2347,17727.2,28776.0,101034.0,407890.0,787533.07,789611.11,789818.91,35,2.0,35__2,7
BELFB,Computer and Technology,Electronics - Miscellaneous Products,1,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0,0,2.0,0__2,14
BEN,Finance,Financial - Investment Management,41,30000.0,222570.0,225708.0,227590.8,227779.08,227797.91,227799.79,15,0.0,15__0,11
BEP,Utilities,Utility - Electric Power,10,10345.5,27650.25,41494.05,44608.9,44920.39,44951.54,44954.65,10,0.0,10__0,12
BEPC,Oils-Energy,Alternative Energy - Other,26,8180.0,8850.0,13280.25,14564.33,14692.73,14705.57,14706.86,15,0.0,15__0,11
BFAM,Business Services,Business - Services,38,6732.0,7073.0,7260.0,7260.0,7260.0,7260.0,7260.0,15,0.0,15__0,11
BFH,Finance,Financial - Miscellaneous Services,56,9839.0,16885.0,54064.5,65256.45,66375.65,66487.56,66498.76,15,0.0,15__0,11
BFLY,Medical,Medical Info Systems,4,10564.0,11782.0,12756.4,12975.64,12997.56,12999.76,12999.98,5,0.0,5__0,13
BG,Basic Materials,Agriculture - Products,147,13596.0,38412.5,219520.8,248540.0,249854.0,249985.4,249998.54,20,1.0,20__1,10
BGC,Finance,Financial - Investment Bank,32,19900.0,28686.0,51413.72,58050.57,58714.26,58780.63,58787.26,15,0.0,15__0,11
BGFV,Retail-Wholesale,Retail - Miscellaneous,1,7640.0,7640.0,7640.0,7640.0,7640.0,7640.0,7640.0,0,2.0,0__2,14
BGS,Consumer Staples,Food - Miscellaneous,12,10021.0,11118.5,11791.7,11943.17,11958.32,11959.83,11959.98,10,0.0,10__0,12
BHC,Medical,Medical - Generic Drugs,87,10887.0,17051.3,305402.88,335273.09,338260.11,338558.81,338588.68,20,1.0,20__1,10
BHE,Computer and Technology,Electronics - Manufacturing Services,4,5847.0,6028.5,6173.7,6206.37,6209.64,6209.96,6210.0,5,0.0,5__0,13
BHF,Finance,Insurance - Life Insurance,312,21937.5,28420.5,74278.4,657013.0,857701.3,877770.13,879777.01,25,0.0,25__0,9
BHP,Basic Materials,Mining - Miscellaneous,369,13968.0,20016.0,44204.16,104846.72,107234.67,107473.47,107497.35,25,0.0,25__0,9
BHVN,Medical,Medical - Biomedical and Genetics,472,19477.0,51082.0,213586.3,400118.48,525219.85,537729.98,538981.0,25,2.0,25__2,9
BIDU,Computer and Technology,Internet - Services,20242,14759.0,22200.0,54195.43,158060.1,386240.7,733520.08,789752.01,45,1.0,45__1,5
BIGC,Computer and Technology,Internet - Software,8,49980.0,49980.0,49980.0,49980.0,49980.0,49980.0,49980.0,10,0.0,10__0,12
BIIB,Medical,Medical - Biomedical and Genetics,737,13210.0,17759.0,48035.28,118124.16,132988.42,134474.84,134623.48,30,2.0,30__2,8
BILI,Consumer Discretionary,Broadcast Radio and Television,3942,17289.0,27925.65,99799.94,362720.76,1058735.2,1175073.52,1186707.35,35,2.0,35__2,7
BILL,Computer and Technology,Internet - Software,2171,15750.0,24962.0,82875.0,636540.0,1067729.43,1150772.94,1159077.29,35,2.0,35__2,7
BIO,Medical,Medical - Products,32,41775.0,78562.5,123157.5,132015.75,132901.58,132990.16,132999.02,15,0.0,15__0,11
BIP,Finance,REIT and Equity Trust - Other,3,7828.0,8369.0,8801.8,8899.18,8908.92,8909.89,8909.99,5,0.0,5__0,13
BIPC,Utilities,Utility - Gas Distribution,1,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,0,2.0,0__2,14
BIRD,Retail-Wholesale,Retail - Apparel and Shoes,2,11675.0,12012.5,12282.5,12343.25,12349.33,12349.93,12349.99,5,0.0,5__0,13
BIRK,Consumer Discretionary,Shoes and Retail Apparel ,371,30525.0,65875.0,190182.6,343950.0,398895.0,404389.5,404938.95,25,2.0,25__2,9
BITF,Business Services,Technology Services,86,11240.0,14597.5,18393.5,19839.35,19983.94,19998.39,19999.84,20,0.0,20__0,10
BJ,Consumer Staples,Consumer Products - Staples,639,11296.0,16040.0,62904.0,214133.16,302663.32,311516.33,312401.63,30,2.0,30__2,8
BJRI,Retail-Wholesale,Retail - Restaurants,11,23400.0,27237.5,30307.5,30998.25,31067.33,31074.23,31074.92,10,0.0,10__0,12
BK,Finance,Banks - Major Regional,442,9817.5,16854.5,52440.9,89956.29,100795.63,101879.56,101987.96,25,0.0,25__0,9
BKD,Medical,Medical - Nursing Homes,1,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0,2.0,0__2,14
