security,sector,industry,level_1,unusual_baseline,trade_value_category,number_of_trades
RIO,Basic Materials,Mining - Miscellaneous,0,180000.0,1. p999999_trade_value,1.0
RIOT,Finance,Financial - Miscellaneous Services,0,422835.99999999994,4. p999_trade_value,11.0
RITM,Finance,Financial - Miscellaneous Services,0,,,
RIVN,Auto-Tires-Trucks,Automotive - Domestic,0,,,
RJF,Finance,Financial - Investment Bank,0,498000.0,1. p999999_trade_value,1.0
RKLB,Aerospace,Aerospace - Defense Equipment,0,952419.9999999999,1. p999999_trade_value,1.0
RKT,Finance,Financial - Mortgage & Related Services,0,182500.0,4. p999_trade_value,2.0
RL,Consumer Discretionary,Textile - Apparel,0,328860.0,1. p999999_trade_value,1.0
RLAY,Medical,Medical - Drugs,0,5000.0,8. p75_trade_value,4.0
RLI,Finance,Insurance - Property and Casualty,0,,,
RLMD,Medical,Medical - Drugs,0,,,
RLX,Consumer Discretionary,Consumer Products - Discretionary,0,,,
RMAX,Finance,Real Estate - Operations,0,9000.0,1. p999999_trade_value,1.0
RMBL,Retail-Wholesale,Internet - Commerce,0,,,
RMBS,Computer and Technology,Electronics - Semiconductors,0,19500.0,6. p95_trade_value,11.0
RMD,Medical,Medical - Products,0,380000.0,1. p999999_trade_value,1.0
RMTI,Medical,Medical - Products,0,,,
RNA,Medical,Medical - Biomedical and Genetics,0,520000.0,1. p999999_trade_value,1.0
RNG,Computer and Technology,Internet - Software and Services,0,,,
RNR,Finance,Insurance - Property and Casualty,0,,,
RNW,Oils-Energy,Alternative Energy - Other,0,,,
ROAD,Construction,Building Products - Miscellaneous,0,17640.0,8. p75_trade_value,6.0
ROCK,Construction,Building Products - Miscellaneous,0,7325.0,8. p75_trade_value,4.0
ROG,Computer and Technology,Electronics - Miscellaneous Components,0,40000.0,7. p90_trade_value,3.0
ROIV,Medical,Medical - Biomedical and Genetics,0,92463.0,6. p95_trade_value,2.0
ROK,Computer and Technology,Electronics - Miscellaneous Products,0,,,
ROKU,Consumer Discretionary,Broadcast Radio and Television,0,,,
ROL,Business Services,Building Products - Maintenance Service,0,40400.0,1. p999999_trade_value,1.0
ROOT,Finance,Insurance - Property and Casualty,0,158400.0,1. p999999_trade_value,1.0
ROP,Computer and Technology,Computers - IT Services,0,,,
ROST,Retail-Wholesale,Retail - Discount Stores,0,642928.0,4. p999_trade_value,2.0
RPD,Computer and Technology,Internet - Software,0,,,
RPM,Basic Materials,Chemical - Specialty,0,34500.0,1. p999999_trade_value,1.0
RPRX,Medical,Medical - Biomedical and Genetics,0,52320.00000000001,7. p90_trade_value,4.0
RRC,Oils-Energy,Oil and Gas - Exploration and Production - United States,0,39970.0,6. p95_trade_value,6.0
RRGB,Retail-Wholesale,Retail - Restaurants,0,,,
RRR,Consumer Discretionary,Gaming,0,,,
RRX,Industrial Products,Manufacturing - General Industrial ,0,,,
RS,Basic Materials,Mining - Miscellaneous,0,195912.0,1. p999999_trade_value,1.0
RSG,Business Services,Waste Removal Services,0,167250.0,1. p999999_trade_value,1.0
RSI,Consumer Discretionary,Gaming,0,19895.0,7. p90_trade_value,5.0
RTO,Business Services,Business - Services,0,,,
RTX,Aerospace,Aerospace - Defense,0,,,
RUM,Computer and Technology,Internet - Software,0,,,
RUN,Oils-Energy,Solar,0,,,
RVLV,Consumer Discretionary,Textile - Apparel,0,,,
RVMD,Medical,Medical - Biomedical and Genetics,0,,,
RVPH,Medical,Medical - Drugs,0,,,
RVTY,Medical,Medical Services,0,52030.00000000001,6. p95_trade_value,3.0
RWAY,Finance,Financial - SBIC & Commercial Industry,0,52710.0,1. p999999_trade_value,1.0
RXO,Transportation,Transportation - Services,0,14700.0,8. p75_trade_value,3.0
RXRX,Medical,Medical - Drugs,0,135966.0,4. p999_trade_value,2.0
RXST,Medical,Medical - Instruments,0,9570.0,8. p75_trade_value,78.0
RXT,Business Services,Technology Services,0,9500.0,1. p999999_trade_value,1.0
RY,Finance,Banks - Foreign,0,,,
RYAAY,Transportation,Transportation - Airline,0,17420.0,7. p90_trade_value,2.0
RYAM,Basic Materials,Paper and Related Products,0,,,
RYAN,Finance,Insurance - Brokerage,0,11499.999999999998,8. p75_trade_value,6.0
RYTM,Medical,Medical - Biomedical and Genetics,0,,,
RZLT,Medical,Medical - Biomedical and Genetics,0,,,
RZLV,Business Services,Technology Services,0,,,
S,Computer and Technology,Security,0,225000.0,1. p999999_trade_value,1.0
SA,Basic Materials,Mining - Gold,0,,,
SABR,Computer and Technology,Internet - Software and Services,0,85000.00000000001,1. p999999_trade_value,1.0
SAFE,Finance,REIT and Equity Trust - Residential,0,,,
SAGE,Medical,Medical - Biomedical and Genetics,0,5000.0,8. p75_trade_value,3.0
SAH,Retail-Wholesale,Automotive - Retail and Whole Sales,0,4030.0000000000005,8. p75_trade_value,2.0
SAIA,Transportation,Transportation - Truck,0,,,
SAIC,Computer and Technology,Computers - IT Services,0,,,
SAIL,Computer and Technology,Internet - Software,0,,,
SAM,Consumer Staples,Beverages - Alcohol,0,129150.0,1. p999999_trade_value,1.0
SAN,Finance,Banks - Foreign,0,4420.0,1. p999999_trade_value,1.0
SANA,Medical,Medical - Biomedical and Genetics,0,,,
SAND,Basic Materials,Mining - Gold,0,8750.0,8. p75_trade_value,2.0
SANM,Computer and Technology,Electronics - Manufacturing Services,0,23400.0,1. p999999_trade_value,1.0
SAP,Computer and Technology,Computer - Software,0,310000.0,1. p999999_trade_value,1.0
SARO,Aerospace,Aerospace - Defense,0,4000.0,1. p999999_trade_value,1.0
SATL,Computer and Technology,Satellite and Communication,0,6950.0,1. p999999_trade_value,1.0
SATS,Computer and Technology,Satellite and Communication,0,699525.0,1. p999999_trade_value,1.0
SAVA,Medical,Medical - Drugs,0,,,
SB,Transportation,Transportation - Shipping,0,3500.0,1. p999999_trade_value,1.0
SBAC,Finance,REIT and Equity Trust - Other,0,,,
SBGI,Consumer Discretionary,Media Conglomerates,0,5000.0,8. p75_trade_value,7.0
SBH,Retail-Wholesale,Retail - Miscellaneous,0,5295.0,8. p75_trade_value,2.0
SBLK,Transportation,Transportation - Shipping,0,,,
SBRA,Finance,REIT and Equity Trust - Other,0,4620.0,1. p999999_trade_value,1.0
SBSW,Basic Materials,Mining - Miscellaneous,0,6850.0,8. p75_trade_value,7.0
SBUX,Retail-Wholesale,Retail - Restaurants,0,453172.0,4. p999_trade_value,10.0
SCCO,Basic Materials,Mining - Non Ferrous,0,287500.0,1. p999999_trade_value,1.0
SCHL,Consumer Staples,Publishing - Books,0,3960.0,1. p999999_trade_value,1.0
SCHW,Finance,Financial - Investment Bank,0,745000.0,1. p999999_trade_value,1.0
SCI,Consumer Staples,Funeral Services,0,,,
SCPH,Medical,Medical - Biomedical and Genetics,0,,,
SCS,Business Services,Business - Office Products,0,10045.0,1. p999999_trade_value,1.0
SCSC,Industrial Products,Industrial Services,0,4500.0,1. p999999_trade_value,1.0
SCVL,Retail-Wholesale,Retail - Apparel and Shoes,0,22500.0,1. p999999_trade_value,1.0
SDGR,Medical,Medical Info Systems,0,9630.0,7. p90_trade_value,17.0
SDRL,Oils-Energy,Oil and Gas - Drilling,0,,,
SE,Computer and Technology,Internet - Software,0,,,
SEAT,Computer and Technology,Internet - Software,0,,,
SEDG,Oils-Energy,Solar,0,419880.0,4. p999_trade_value,2.0
SEE,Industrial Products,Containers - Paper and Packaging,0,95355.0,8. p75_trade_value,2.0
SEG,Finance,Real Estate - Operations,0,3080.0,1. p999999_trade_value,1.0
SEI,Oils-Energy,Oil and Gas - Mechanical and and Equipment,0,,,
SEM,Medical,Medical - HMOs,0,,,
SEMR,Computer and Technology,Internet - Software,0,,,
SENS,Medical,Medical Info Systems,0,5150.0,1. p999999_trade_value,1.0
SEPN,Medical,Medical - Biomedical and Genetics,0,,,
SERV,Computer and Technology,Computers - IT Services,0,95000.0,4. p999_trade_value,2.0
SES,Auto-Tires-Trucks,Automotive - Original Equipment,0,,,
SEZL,Business Services,Financial Transaction Services,0,31529.000000000004,6. p95_trade_value,20.0
SF,Finance,Financial - Investment Bank,0,,,
SFIX,Retail-Wholesale,Retail - Apparel and Shoes,0,,,
SFL,Transportation,Transportation - Shipping,0,9960.0,1. p999999_trade_value,1.0
SFM,Retail-Wholesale,Food - Natural Foods Products,0,,,
SG,Retail-Wholesale,Retail - Restaurants,0,,,
SGI,Retail-Wholesale,Retail - Home Furnishings,0,201312.0,1. p999999_trade_value,1.0
SGML,Computer and Technology,Electronics - Miscellaneous Products,0,,,
SGMO,Medical,Medical - Biomedical and Genetics,0,,,
SGMT,Medical,Medical - Biomedical and Genetics,0,,,
SGRY,Medical,Medical Services,0,,,
SGU,Computer and Technology,Electronics - Miscellaneous Products,0,,,
SHAK,Retail-Wholesale,Retail - Restaurants,0,519040.00000000006,4. p999_trade_value,3.0
SHC,Medical,Medical Services,0,28800.0,1. p999999_trade_value,1.0
SHCO,Consumer Discretionary,Hotels and Motels,0,,,
SHEL,Oils-Energy,Oil and Gas - Integrated - International,0,,,
SHIP,Transportation,Transportation - Shipping,0,,,
SHLS,Oils-Energy,Solar,0,5970.0,7. p90_trade_value,3.0
SHOO,Consumer Discretionary,Shoes and Retail Apparel ,0,10500.0,8. p75_trade_value,7.0
SHOP,Computer and Technology,Internet - Services,0,680130.0,3. p9999_trade_value,3.0
SHW,Basic Materials,Chemical - Specialty,0,,,
SIBN,Medical,Medical - Instruments,0,6468.000000000001,1. p999999_trade_value,1.0
SIFY,Computer and Technology,Internet - Services,0,,,
SIG,Retail-Wholesale,Retail - Jewelry,0,657000.0,4. p999_trade_value,2.0
SIGA,Medical,Medical - Drugs,0,,,
SIGI,Finance,Insurance - Property and Casualty,0,3300.0,1. p999999_trade_value,1.0
SII,Finance,Financial - Investment Management,0,7437.0,1. p999999_trade_value,1.0
SIMO,Computer and Technology,Computer - Integrated Systems,0,210000.0,5. p99_trade_value,2.0
SIRI,Consumer Discretionary,Broadcast Radio and Television,0,511658.0,1. p999999_trade_value,1.0
SITC,Finance,REIT and Equity Trust - Retail,0,,,
SITE,Industrial Products,Industrial Services,0,4500.0,8. p75_trade_value,2.0
SITM,Computer and Technology,Electronics - Miscellaneous Products,0,,,
SJM,Consumer Staples,Food - Miscellaneous,0,86000.0,5. p99_trade_value,3.0
SKE,Basic Materials,Mining - Miscellaneous,0,,,
SKIN,Medical,Medical Services,0,,,
SKT,Finance,REIT and Equity Trust - Retail,0,12000.0,1. p999999_trade_value,1.0
SKWD,Finance,Insurance - Property and Casualty,0,13500.0,1. p999999_trade_value,1.0
SKX,Consumer Discretionary,Shoes and Retail Apparel ,0,,,
SKY,Construction,Building Products - Mobile Homes and RV Builders,0,291300.0,5. p99_trade_value,5.0
SKYE,Medical,Medical - Biomedical and Genetics,0,,,
SKYT,Computer and Technology,Electronics - Semiconductors,0,,,
SKYW,Transportation,Transportation - Airline,0,,,
SLAB,Computer and Technology,Semiconductor - Analog and Mixed,0,,,
SLB,Oils-Energy,Oil and Gas - Field Services,0,370000.0,4. p999_trade_value,2.0
SLDB,Medical,Medical - Biomedical and Genetics,0,,,
SLDP,Auto-Tires-Trucks,Automotive - Original Equipment,0,,,
SLF,Finance,Insurance - Life Insurance,0,,,
SLG,Finance,REIT and Equity Trust - Other,0,240000.0,5. p99_trade_value,2.0
SLGN,Industrial Products,Containers - Metal and Glass,0,4100.0,1. p999999_trade_value,1.0
SLI,Oils-Energy,Alternative Energy - Other,0,3900.0,1. p999999_trade_value,1.0
SLM,Finance,Financial - Consumer Loans,0,52038.0,1. p999999_trade_value,1.0
SLNO,Medical,Medical - Drugs,0,,,
SLP,Computer and Technology,Computer - Software,0,29000.0,1. p999999_trade_value,1.0
SLQT,Finance,Insurance - Multi line,0,,,
SLS,Medical,Medical - Biomedical and Genetics,0,,,
SLVM,Basic Materials,Paper and Related Products,0,3510.0,8. p75_trade_value,2.0
SM,Oils-Energy,Oil and Gas - Exploration and Production - United States,0,,,
SMC,Oils-Energy,Oil and Gas - Production Pipeline - MLB,0,,,
SMCI,Computer and Technology,Computer- Storage Devices,0,,,
SMG,Consumer Staples,Agriculture - Operations,0,,,
SMLR,Medical,Medical - Instruments,0,,,
SMMT,Medical,Medical - Drugs,0,255000.0,1. p999999_trade_value,1.0
SMPL,Consumer Staples,Food - Confectionery,0,,,
SMR,Computer and Technology,Electronics - Power Generation,0,,,
SMTC,Computer and Technology,Semiconductor - Analog and Mixed,0,234000.0,1. p999999_trade_value,1.0
SMWB,Computer and Technology,Internet - Content,0,,,
SN,Retail-Wholesale,Retail - Miscellaneous,0,,,
SNA,Consumer Discretionary,Tools - Handheld,0,,,
SNAP,Computer and Technology,Internet - Software,0,,,
SNBR,Consumer Discretionary,Furniture,0,10400.0,8. p75_trade_value,7.0
SNCR,Computer and Technology,Internet - Software,0,5500.0,1. p999999_trade_value,1.0
SNCY,Transportation,Transportation - Airline,0,6560.000000000001,8. p75_trade_value,2.0
SNDK,Business Services,Technology Services,0,,,
SNDL,Medical,Medical - Products,0,,,
SNDR,Transportation,Transportation - Services,0,,,
SNDX,Medical,Medical - Biomedical and Genetics,0,,,
SNN,Medical,Medical - Products,0,4200.0,1. p999999_trade_value,1.0
SNOW,Computer and Technology,Internet - Software,0,,,
SNPS,Computer and Technology,Computer - Software,0,,,
SNV,Finance,Banks - Southeast,0,,,
SNX,Computer and Technology,Electronics - Miscellaneous Products,0,,,
SNY,Medical,Large Cap Pharmaceuticals,0,217245.00000000003,1. p999999_trade_value,1.0
SO,Utilities,Utility - Electric Power,0,,,
SOBO,Oils-Energy,Oil and Gas - Production and Pipelines,0,3800.0,1. p999999_trade_value,1.0
SOC,Oils-Energy,Oil and Gas - Integrated - United States,0,518000.0,1. p999999_trade_value,1.0
SOFI,Finance,Financial - Miscellaneous Services,0,,,
SOGP,Consumer Discretionary,Audio Video Production,0,4500.0,1. p999999_trade_value,2.0
SOLV,Medical,Medical Services,0,350000.0,1. p999999_trade_value,1.0
SON,Industrial Products,Containers - Paper and Packaging,0,,,
SOND,Consumer Discretionary,Leisure and Recreation Services,0,,,
SONO,Consumer Discretionary,Audio Video Production,0,14000.0,7. p90_trade_value,4.0
SONY,Consumer Discretionary,Audio Video Production,0,20655.0,6. p95_trade_value,8.0
SOPH,Medical,Medical Info Systems,0,,,
SOUN,Computer and Technology,Computers - IT Services,0,,,
SPB,Consumer Discretionary,Consumer Products - Discretionary,0,9455.0,6. p95_trade_value,2.0
SPCE,Aerospace,Aerospace - Defense,0,,,
SPG,Finance,REIT and Equity Trust - Retail,0,,,
SPGI,Finance,Securities and Exchanges,0,110940.00000000001,5. p99_trade_value,7.0
SPHR,Consumer Discretionary,Media Conglomerates,0,94871.99999999999,5. p99_trade_value,6.0
SPIR,Aerospace,Aerospace - Defense,0,9600.0,8. p75_trade_value,21.0
SPNS,Computer and Technology,Computer - Software,0,,,
SPNT,Finance,Insurance - Multi line,0,6000.0,1. p999999_trade_value,1.0
SPOT,Computer and Technology,Internet - Software,0,318720.0,4. p999_trade_value,32.0
SPR,Aerospace,Aerospace - Defense Equipment,0,63690.00000000001,1. p999999_trade_value,1.0
SPRO,Medical,Medical - Biomedical and Genetics,0,4470.0,8. p75_trade_value,3.0
SPRY,Medical,Medical - Drugs,0,25000.0,7. p90_trade_value,4.0
SPSC,Business Services,Business - Services,0,19800.0,7. p90_trade_value,3.0
SPT,Computer and Technology,Internet - Services,0,,,
SPWH,Retail-Wholesale,Retail - Apparel and Shoes,0,,,
SPXC,Business Services,Technology Services,0,41720.0,1. p999999_trade_value,1.0
SQM,Basic Materials,Chemical - Specialty,0,6270.0,8. p75_trade_value,7.0
SR,Utilities,Utility - Gas Distribution,0,,,
SRAD,Consumer Discretionary,Leisure and Recreation Products,0,,,
SRE,Utilities,Utility - Gas Distribution,0,93335.0,1. p999999_trade_value,1.0
SRG,Finance,REIT and Equity Trust - Other,0,,,
SRL,Conglomerates,Diversified Operations,0,,,
SRPT,Medical,Medical - Biomedical and Genetics,0,370000.0,4. p999_trade_value,2.0
SRRK,Medical,Medical - Biomedical and Genetics,0,,,
SRTS,Medical,Medical - Instruments,0,,,
SSD,Construction,Building Products - Miscellaneous,0,,,
SSL,Oils-Energy,Oil and Gas - Integrated - International,0,4490.000000000001,1. p999999_trade_value,1.0
SSNC,Computer and Technology,Computer - Software,0,17550.0,1. p999999_trade_value,1.0
SSP,Consumer Discretionary,Broadcast Radio and Television,0,3300.0,1. p999999_trade_value,1.0
SSRM,Basic Materials,Mining - Miscellaneous,0,35200.0,6. p95_trade_value,2.0
SSTI,Industrial Products,Security and Safety Services,0,20875.0,1. p999999_trade_value,1.0
SSTK,Computer and Technology,Internet - Content,0,44910.0,1. p999999_trade_value,1.0
SSYS,Industrial Products,Commercial Printing,0,,,
ST,Computer and Technology,Instruments - Control,0,,,
STAA,Medical,Medical - Dental Supplies,0,165000.00000000003,1. p999999_trade_value,1.0
STAG,Finance,REIT and Equity Trust - Other,0,,,
STE,Medical,Medical - Instruments,0,,,
STEM,Computer and Technology,Computers - IT Services,0,,,
STEP,Finance,Financial - Miscellaneous Services,0,9610.0,8. p75_trade_value,2.0
STIM,Medical,Medical - Instruments,0,4600.0,8. p75_trade_value,2.0
STLA,Auto-Tires-Trucks,Automotive - Foreign,0,122834.99999999999,1. p999999_trade_value,1.0
STLD,Basic Materials,Steel - Producers,0,831600.0,4. p999_trade_value,2.0
STM,Computer and Technology,Semiconductor - General,0,220000.0,1. p999999_trade_value,3.0
STN,Business Services,Consulting Services,0,3200.0,1. p999999_trade_value,1.0
STNE,Computer and Technology,Internet - Software,0,204250.0,5. p99_trade_value,2.0
STNG,Transportation,Transportation - Shipping,0,107084.99999999999,1. p999999_trade_value,1.0
STOK,Medical,Medical - Biomedical and Genetics,0,12000.0,1. p999999_trade_value,1.0
STR,Oils-Energy,Oil and Gas - Royalty Trust - United States,0,3075.0,1. p999999_trade_value,1.0
STRA,Consumer Discretionary,Schools,0,17000.0,1. p999999_trade_value,1.0
STRL,Construction,Engineering - R and D Services,0,70250.0,1. p999999_trade_value,1.0
STT,Finance,Banks - Major Regional,0,,,
STVN,Medical,Medical - Drugs,0,19460.0,1. p999999_trade_value,1.0
STWD,Finance,REIT and Equity Trust,0,,,
STX,Computer and Technology,Computer - Integrated Systems,0,419244.00000000006,1. p999999_trade_value,1.0
STXS,Medical,Medical - Instruments,0,,,
STZ,Consumer Staples,Beverages - Alcohol,0,499500.0,4. p999_trade_value,2.0
SU,Oils-Energy,Oil and Gas - Integrated - Canadian,0,89100.0,5. p99_trade_value,5.0
SUI,Finance,REIT and Equity Trust - Residential,0,280000.0,1. p999999_trade_value,1.0
SUN,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,0,,,
SUP,Auto-Tires-Trucks,Automotive - Original Equipment,0,8000.0,8. p75_trade_value,2.0
SUPN,Medical,Medical - Generic Drugs,0,10500.0,1. p999999_trade_value,1.0
SUPV,Finance,Banks - Foreign,0,,,
SVC,Finance,REIT and Equity Trust - Other,0,3240.0,1. p999999_trade_value,1.0
SVM,Basic Materials,Mining - Miscellaneous,0,,,
SW,Basic Materials,Paper and Related Products,0,,,
SWBI,Consumer Discretionary,Leisure and Recreation Products,0,,,
SWK,Industrial Products,Manufacturing - Tools & Related Products,0,140000.0,1. p999999_trade_value,1.0
SWKS,Computer and Technology,Semiconductors - Radio Frequency,0,194260.0,5. p99_trade_value,12.0
SWTX,Medical,Medical - Biomedical and Genetics,0,,,
SWX,Utilities,Utility - Gas Distribution,0,,,
SXC,Oils-Energy,Coal,0,,,
SXI,Industrial Products,Manufacturing - General Industrial ,0,,,
SXT,Basic Materials,Chemical - Specialty,0,,,
SYBT,Finance,Banks - Southeast,0,,,
SYF,Finance,Financial - Miscellaneous Services,0,20480.0,7. p90_trade_value,69.0
SYK,Medical,Medical - Products,0,,,
SYM,Business Services,Technology Services,0,,,
SYNA,Computer and Technology,Electronics - Semiconductors,0,,,
SYPR,Computer and Technology,Electronics - Miscellaneous Services,0,,,
SYRE,Medical,Medical - Biomedical and Genetics,0,,,
SYY,Consumer Staples,Food - Miscellaneous,0,,,
T,Computer and Technology,Wireless National,0,168000.00000000003,4. p999_trade_value,3.0
TAC,Utilities,Utility - Electric Power,0,,,
TAL,Consumer Discretionary,Schools,0,,,
TALK,Medical,Medical Info Systems,0,4750.0,8. p75_trade_value,3.0
TALO,Oils-Energy,Oil and Gas - Exploration and Production - United States,0,5595.0,1. p999999_trade_value,1.0
TAP,Consumer Staples,Beverages - Alcohol,0,67500.0,5. p99_trade_value,2.0
TARA,Medical,Medical - Drugs,0,,,
TARS,Medical,Medical - Biomedical and Genetics,0,8880.000000000002,8. p75_trade_value,16.0
TASK,Computer and Technology,Computers - IT Services,0,12960.0,8. p75_trade_value,5.0
TBBB,Consumer Staples,Consumer Products - Staples,0,,,
TBBK,Finance,Banks - Northeast,0,,,
TBCH,Computer and Technology,Computer - Peripheral Equipment,0,,,
TBLA,Computer and Technology,Computers - IT Services,0,,,
TBPH,Medical,Medical - Drugs,0,,,
TCBI,Finance,Banks - Southwest,0,4776.0,8. p75_trade_value,2.0
TCMD,Medical,Medical - Instruments,0,,,
TCOM,Consumer Discretionary,Leisure and Recreation Services,0,,,
TCX,Computer and Technology,Internet - Content,0,39780.0,1. p999999_trade_value,1.0
TD,Finance,Banks - Foreign,0,,,
TDC,Computer and Technology,Computer- Storage Devices,0,18120.0,5. p99_trade_value,2.0
TDG,Aerospace,Aerospace - Defense Equipment,0,,,
TDOC,Medical,Medical Services,0,,,
TDS,Utilities,Wireline - National,0,940000.0,1. p999999_trade_value,1.0
TDUP,Consumer Staples,Consumer Products - Staples,0,9750.0,8. p75_trade_value,10.0
TDW,Oils-Energy,Oil and Gas - Integrated - United States,0,,,
TDY,Aerospace,Aerospace - Defense Equipment,0,,,
TEAM,Computer and Technology,Internet - Software,0,,,
TECH,Medical,Medical - Biomedical and Genetics,0,11760.0,7. p90_trade_value,3.0
TECK,Basic Materials,Mining - Miscellaneous,0,335500.0,1. p999999_trade_value,1.0
TECX,Medical,Medical - Biomedical and Genetics,0,,,
TEL,Computer and Technology,Electronics - Miscellaneous Components,0,61495.00000000001,1. p999999_trade_value,1.0
TEM,Medical,Medical Info Systems,0,570000.0,3. p9999_trade_value,2.0
TEN,Transportation,Transportation - Shipping,0,52500.0,1. p999999_trade_value,1.0
TENB,Computer and Technology,Internet - Software,0,63180.00000000001,6. p95_trade_value,2.0
TER,Computer and Technology,Electronics - Miscellaneous Products,0,,,
TERN,Medical,Medical - Biomedical and Genetics,0,30000.0,1. p999999_trade_value,1.0
TEVA,Medical,Medical - Generic Drugs,0,1680000.0,4. p999_trade_value,2.0
TEX,Industrial Products,Manufacturing - Construction and Mining,0,,,
TFC,Finance,Banks - Major Regional,0,719880.0,1. p999999_trade_value,1.0
TFII,Transportation,Transportation - Services,0,11250.0,6. p95_trade_value,2.0
TFIN,Finance,Financial - Miscellaneous Services,0,56000.0,1. p999999_trade_value,1.0
TFX,Medical,Medical - Instruments,0,,,
TGI,Aerospace,Aerospace - Defense Equipment,0,6450.0,7. p90_trade_value,3.0
TGLS,Retail-Wholesale,Building Products - Retail,0,63360.0,1. p999999_trade_value,1.0
TGNA,Consumer Discretionary,Broadcast Radio and Television,0,,,
TGS,Oils-Energy,Oil and Gas - Production and Pipelines,0,,,
TGT,Retail-Wholesale,Retail - Discount Stores,0,,,
TGTX,Medical,Medical - Biomedical and Genetics,0,205000.0,1. p999999_trade_value,1.0
TH,Consumer Discretionary,Leisure and Recreation Services,0,,,
THC,Medical,Medical - Hospital,0,,,
THFF,Finance,Banks - Midwest,0,3304.0,1. p999999_trade_value,1.0
THO,Construction,Building Products - Mobile Homes and RV Builders,0,,,
THR,Computer and Technology,Instruments - Control,0,,,
THRY,Computer and Technology,Internet - Software,0,10050.0,8. p75_trade_value,2.0
THS,Consumer Staples,Food - Miscellaneous,0,50000.0,7. p90_trade_value,2.0
THTX,Medical,Medical - Biomedical and Genetics,0,5700.0,1. p999999_trade_value,1.0
TIGO,Computer and Technology,Wireless Non-US ,0,6670.0,1. p999999_trade_value,1.0
TIGR,Finance,Financial - Investment Bank,0,113100.0,4. p999_trade_value,5.0
TILE,Consumer Discretionary,Textile - Home Furnishing,0,4000.0,1. p999999_trade_value,1.0
TIPT,Finance,Insurance - Brokerage,0,,,
TITN,Retail-Wholesale,Automotive - Retail and Whole Sales,0,,,
TIXT,Computer and Technology,Internet - Software,0,10000.0,1. p999999_trade_value,1.0
TJX,Retail-Wholesale,Retail - Discount Stores,0,,,
TKC,Computer and Technology,Wireless Non-US ,0,,,
TKO,Consumer Discretionary,Film and Television Production and Distribution,0,962808.0,4. p999_trade_value,3.0
TKR,Computer and Technology,Electronics - Miscellaneous Products,0,,,
TLN,Oils-Energy,Alternative Energy - Other,0,,,
TLRY,Medical,Medical - Products,0,21965.0,5. p99_trade_value,3.0
TLS,Computer and Technology,Computers - IT Services,0,,,
TM,Auto-Tires-Trucks,Automotive - Foreign,0,,,
TMC,Basic Materials,Mining - Miscellaneous,0,,,
TMDX,Medical,Medical - Instruments,0,720000.0,4. p999_trade_value,3.0
TME,Consumer Discretionary,Media Conglomerates,0,,,
TMHC,Construction,Building Products - Home Builders,0,4290.0,8. p75_trade_value,3.0
TMO,Medical,Medical - Instruments,0,,,
TMP,Finance,Banks - Northeast,0,,,
TMUS,Computer and Technology,Wireless National,0,,,
TNDM,Medical,Medical - Instruments,0,,,
TNET,Business Services,Outsourcing,0,,,
TNGX,Medical,Medical - Biomedical and Genetics,0,,,
TNK,Transportation,Transportation - Shipping,0,,,
TNL,Consumer Discretionary,Leisure and Recreation Services,0,34100.0,1. p999999_trade_value,1.0
TNYA,Medical,Medical - Biomedical and Genetics,0,,,
TOL,Construction,Building Products - Home Builders,0,49715.0,5. p99_trade_value,16.0
TOST,Computer and Technology,Internet - Software,0,,,
TPB,Consumer Staples,Tobacco,0,19610.000000000004,8. p75_trade_value,9.0
TPC,Construction,Building Products - Heavy Construction,0,,,
TPG,Finance,Financial - Investment Management,0,,,
TPH,Construction,Building Products - Home Builders,0,4160.0,1. p999999_trade_value,1.0
TPIC,Industrial Products,Industrial Services,0,,,
TPL,Oils-Energy,Alternative Energy - Other,0,125050.0,1. p999999_trade_value,1.0
TPR,Retail-Wholesale,Retail - Apparel and Shoes,0,1434445.0,4. p999_trade_value,2.0
TPST,Medical,Medical - Drugs,0,,,
TR,Consumer Staples,Food - Confectionery,0,7500.0,1. p999999_trade_value,1.0
TRAW,Medical,Medical - Drugs,0,,,
TRDA,Medical,Medical - Biomedical and Genetics,0,4860.0,8. p75_trade_value,2.0
TREE,Finance,Financial - Mortgage & Related Services,0,60000.0,5. p99_trade_value,2.0
TREX,Construction,Building Products - Wood,0,,,
TRGP,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,0,617024.0,1. p999999_trade_value,1.0
TRI,Business Services,Business - Services,0,,,
TRIP,Retail-Wholesale,Internet - Commerce,0,22005.0,6. p95_trade_value,9.0
TRMB,Industrial Products,Manufacturing - General Industrial ,0,216840.0,5. p99_trade_value,2.0
TRMD,Transportation,Transportation - Shipping,0,76936.99999999999,1. p999999_trade_value,1.0
TRML,Medical,Medical - Drugs,0,7560.000000000001,1. p999999_trade_value,1.0
TRN,Transportation,Transportation - Equipment and Leasing,0,9000.0,1. p999999_trade_value,1.0
TRNS,Computer and Technology,Instruments - Control,0,,,
TROW,Finance,Financial - Investment Management,0,707700.0,1. p999999_trade_value,1.0
TROX,Basic Materials,Chemical - Diversified ,0,22800.0,1. p999999_trade_value,1.0
TRP,Oils-Energy,Alternative Energy - Other,0,35518.0,7. p90_trade_value,2.0
TRS,Industrial Products,Metal Products - Procurement and Fabrication,0,,,
